단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha,경도,위도
진주,71.34,2,1980,올림픽로 399,7.9633080781898,40,2020-12-17,0.0,,
서초트라팰리스,107.69,9,2005,효령로72길 57,7.239133843737603,15,2020-12-17,1.0,127.028483359749,37.4870103195509
대우메트로디오빌,29.11,28,2005,백범로 199,7.125732640056331,15,2020-12-17,1.0,126.952779970695,37.5434778780948
타워팰리스2,176.72,16,2003,언주로30길 57,7.562134337480482,17,2020-12-17,1.0,127.053964659634,37.4894573055974
현대(관악),68.8,9,1992,관악로 304,7.052308555703125,28,2020-12-17,0.3818613636375465,126.957711000956,37.4920505661271
방배아트자이,59.9775,15,2018,명달로9길 57,7.946638713910624,2,2020-12-17,1.0,127.00248886948,37.4793436199376
현대2,59.91,6,1995,송파대로16길 12,7.098498404746933,25,2020-12-17,0.38698801581456027,127.124617461138,37.4841867132888
이편한세상강동에코포레,84.99,5,2020,천중로 253,7.133366661621082,0,2020-12-17,1.0,127.147946180075,37.5409093249208
청원파크빌2,77.19,2,2004,명일로17길 18,6.568818549252845,16,2020-12-17,1.0,127.145265363969,37.538732865579
한일유앤아이,84.991,15,2005,노원로28길 62,6.8960267092940075,15,2020-12-17,1.0,127.071284454336,37.6546142800345
한울밸리움,21.54,8,2020,공항대로 531,7.521710519544286,0,2020-12-17,1.0,126.865471141449,37.5511356670438
아크로리버파크,84.99,4,2016,신반포로15길 19,8.175648693846473,4,2020-12-18,1.0,126.992673104135,37.5062519997568
북한산네이처파크,59.88,5,2015,4.19로9길 17,6.442416769826558,5,2020-12-18,1.0,127.009764119306,37.6462353681514
e편한세상영등포아델포레,59.968,14,2020,신길로 29,7.541332011078521,0,2020-12-18,1.0,126.906116482951,37.4945138274401
대림아크로빌,172.467,21,1999,언주로30길 13,7.30662545005478,21,2020-12-18,1.0,127.050686658826,37.4881276085659
쌍용스윗닷홈2차,104.04,5,2006,오금로 512,6.897708826631322,14,2020-12-18,1.0,127.145547345253,37.4927296497634
광남캐스빌102동,83.97,13,2004,천호대로 1156-16,6.936283362596675,16,2020-12-18,0.9333333333333333,127.139023597973,37.533027228175
서교푸르지오,92.564,4,2004,홍익로 10,6.880331096692138,16,2020-12-18,0.9333333333333333,126.923693794834,37.5537619785992
우성아파트2,84.89,2,1993,해등로 307,6.374413962262868,27,2020-12-18,0.31699250014423114,127.022753987328,37.6566747087322
서강GS,84.97,13,1999,창전로 26,7.392710711123891,21,2020-12-18,1.0,126.931920958843,37.5445686256453
"가락3차쌍용스윗닷홈101동,102동",59.94,6,2005,송이로21길 23,7.514891582886036,15,2020-12-18,1.0,127.12341372396,37.4979080600788
홍릉동부,84.7,5,2001,홍릉로10길 48,6.968449347654393,19,2020-12-18,0.8513736347920329,127.046260607883,37.585795975342
태경크레앙스(102동),84.325,2,2004,희우정로17길 11,6.777141991238593,16,2020-12-18,1.0,126.900657654431,37.5541902973685
더위일,58.88,6,2017,은평로 194,6.724074102672143,3,2020-12-18,1.0,126.929251795239,37.6011896243568
낙성대현대아파트,84.69,9,1988,남부순환로248길 56,6.968567418378894,32,2020-12-18,0.0,126.965721117841,37.4736559155749
도봉금강아미움파크타운,68.2097,6,2018,방학로5길 33,6.422838113790634,2,2020-12-18,1.0,127.038133956964,37.6614180122621
한신,78.43,3,1981,녹사평대로 245,7.088843554027566,39,2020-12-18,0.0,126.987079028306,37.5401911157794
투니온,14.26,14,2013,이문로 190,6.552881956990033,7,2020-12-18,1.0,127.062220135696,37.6035061893356
노원IPARK,110.17,5,2009,상계로23다길 13-8,6.4513646613984905,11,2020-12-18,1.0,127.068904053591,37.6598474260427
방배아크로타워,75.26,6,2007,방배로13길 18,7.064143308295052,13,2020-12-18,1.0,126.995288953995,37.4831366198927
방배마에스트로,35.37,17,2019,서초대로 13,7.713867574585128,1,2020-12-18,1.0,126.983849087155,37.4859076526233
문래해태,59.41,8,1999,영신로25길 8,6.989957940416214,21,2020-12-18,0.9000000000000001,126.901389111485,37.5173053092727
신반포12,105.36,7,1982,잠원로14길 41,7.592706473511923,38,2020-12-18,0.0,127.014375722996,37.5164958621287
롯데캐슬위너,84.98,1,2005,목동중앙북로 38,7.070509530283563,15,2020-12-18,1.0,126.866954843863,37.5479038468127
코오롱상가아파트,56.4,10,1988,진황도로 12,7.231994947167715,32,2020-12-18,0.0,,
용산큐브,13.01,19,2013,백범로90길 12,7.33275671818817,7,2020-12-18,1.0,126.968380751407,37.5371597784296
남산힐레지던스,260.96,2,1973,이태원로27다길 11,6.898283834057917,47,2020-12-18,0.0,126.994502441782,37.5360844848681
대경,66.6,5,2004,장군봉8길 15,6.37261234756544,16,2020-12-18,0.9333333333333333,126.938506727628,37.4809678410733
신정동경남아너스빌2차,73.06,6,2005,신목로5길 21,6.893140376631056,15,2020-12-18,1.0,126.871737048398,37.5174571219997
오동공원현대,117.2775,9,2001,오현로31길 89,6.370046102846679,19,2020-12-18,1.0,127.035584616345,37.631718783681
연대JK,24.09,5,2012,성산로 394,6.393186668937312,8,2020-12-18,1.0,126.93168491894,37.5617961984481
신화타워,126.21,6,1994,목동중앙북로 60,6.009446265172717,26,2020-12-18,0.3999999999999999,126.86968745849,37.5469393120808
남서울힐스테이트,59.87,10,2014,시흥대로 165,7.210028888717315,6,2020-12-18,1.0,126.900722652942,37.4479033151811
송파와이즈더샵,97.5836,16,2016,위례광장로 270,7.49183180639258,4,2020-12-18,1.0,127.14372351448,37.4770954347659
일진아이윌,84.794,10,2005,동교로 290,6.716025735453853,15,2020-12-18,1.0,126.927393737787,37.5646739423679
신동아파밀리에,84.78,9,2007,아차산로 599,7.430540243317553,13,2020-12-18,1.0,127.104175719093,37.5469076897327
에스아이팰리스장안센텀,14.139,11,2020,한천로2길 84,7.326871277506051,0,2020-12-18,1.0,127.063251157141,37.5623247513887
서초포레스타5단지,84.81,10,2014,청계산로7길 43,7.573287292509109,6,2020-12-18,1.0,127.057683489981,37.45114196704
장안현대,95.44,2,1984,한천로 224,6.69306292304616,36,2020-12-18,0.0,127.068513037974,37.580826270518
어반넥서스,52.84,9,2016,왕산로19라길 3,6.747149289098332,4,2020-12-18,1.0,127.033708693248,37.5788270781136
미아한일유앤아이,129.784,12,2002,월계로21가길 41,6.541693419204305,18,2020-12-18,1.0,127.036733080199,37.6157142870773
그린,51.76,3,2005,갈현로16길 11,6.199816080953872,15,2020-12-18,1.0,126.912086544085,37.6082596863851
동성네스트빌101,75.76,1,2001,용마산로40길 27-9,6.238605076733542,19,2020-12-18,1.0,127.087613197786,37.572114450908
금호어울림(580),59.96,6,2006,양원역로 18,6.900053918299324,14,2020-12-19,1.0,127.108648043621,37.6027743133849
대명벨리온,23.626,3,2012,역삼로25길 27,6.8765443890160025,8,2020-12-19,1.0,127.039117303615,37.4979408197494
주함헤븐101동,73.84,2,2006,남부순환로58길 24-8,6.161202750276954,14,2020-12-19,1.0,126.83014477611,37.5300915441046
갈현삼성,79.95,9,2003,서오릉로 228,6.21523329381611,17,2020-12-19,1.0,126.909126904654,37.6154194940111
우장산롯데캐슬,134.99,8,2003,공항대로 382,6.421395185158,17,2020-12-19,1.0,126.849546722022,37.5563945811198
자양현대6,59.98,11,1999,자양번영로3길 66,7.388455084164657,21,2020-12-19,1.0,127.071202630991,37.533152735268
현대홈타운,134.19,8,2005,반포대로23길 71,7.291702301607259,15,2020-12-19,1.0,127.005488190209,37.4885112810148
장미,92.49,1,1983,동일로144길 3,6.474999310638069,37,2020-12-19,0.0,127.07991029965,37.6061438168485
우창,84.68,5,2003,신월로17길 21,6.124715432751208,17,2020-12-19,1.0,126.841751442387,37.5206993207374
삼성,68.59,8,2012,난곡로63길 26,6.486271017241227,8,2020-12-19,1.0,126.913148442453,37.4810374278139
목동롯데캐슬마에스트로,77.0731,8,2019,목동중앙북로8길 71,7.3670220015606835,1,2020-12-19,1.0,126.865588383402,37.5455891662522
금호자이2차,84.7313,14,2012,금호산8길 14,7.386058949765598,8,2020-12-19,1.0,127.022190308229,37.5507159307073
신촌금호,84.95,11,2001,서강로9길 19,7.1004214190938315,19,2020-12-19,1.0,126.932226410268,37.552897361267
현대팰리스,29.67,6,2016,버드나루로5길 8,6.783378255446458,4,2020-12-19,1.0,126.910682696062,37.5219560208015
한신휴1차,84.93,15,1998,디지털로69길 13,6.7699929843943885,22,2020-12-19,0.5333333333333334,126.903492343568,37.4944940531912
우성에비뉴,84.9916,10,2008,디지털로32가길 26,6.559547413126699,12,2020-12-19,1.0,126.898290771371,37.4823619480377
영남타운,49.95,6,1996,남부순환로 571,5.841642157706982,24,2020-12-19,0.6643856189774723,126.839543260139,37.5178243967815
래미안용산더센트럴,135.27,34,2017,한강대로 95,7.687457854220854,3,2020-12-19,1.0,126.966653789116,37.5288173852679
신반포자이,59.93,2,2018,잠원로 60,8.241728302903049,2,2020-12-19,1.0,127.008202372531,37.510175638207
오경아파트,25.75,8,2020,강서로8길 9,7.060518033534548,0,2020-12-19,1.0,126.848477136381,37.5299348457715
코오롱,59.6,9,1996,영등포로28길 5,7.021802785453433,24,2020-12-19,0.7169925001442311,126.899242004253,37.5199566804594
시그마팰리스,55.59,13,2003,도봉로 601,6.067805780364704,17,2020-12-19,1.0,127.040092682995,37.6584191663127
공감대6차(384-1),82.47,6,2005,답십리로68길 31,6.456133857734451,15,2020-12-19,1.0,127.06950304778,37.5710534170736
구파발9단지래미안(916~928동)BL3-2,84.96,3,2010,진관3로 77,7.019451613089049,10,2020-12-19,1.0,126.920876918142,37.6447082905283
목동신시가지1,83.23,1,1985,목동서로 38,7.636544655695547,35,2020-12-19,0.0,126.87850378726,37.5412913406969
낙성대현대홈타운,84.925,9,2002,솔밭로7길 16,7.040697743438872,18,2020-12-19,1.0,126.963907514458,37.4798859472233
목동신시가지3,122.35,2,1986,목동서로 100,7.447977019810925,34,2020-12-19,0.0,126.874169046113,37.5342244045517
상도두산위브,84.909,6,2010,상도로30길 39,7.329856065355642,10,2020-12-19,1.0,126.942297308681,37.5047956242888
예스에이피엠,63.41,13,2007,이화여대1길 10,6.778113848203435,13,2020-12-19,1.0,126.944912043171,37.5576463618721
쌍용스윗닷홈1단지,84.94,12,2005,양재대로72길 42,7.306052462264587,15,2020-12-19,1.0,127.131418574451,37.5077973274329
삼익파크맨션,95.87,5,1983,명일로 293,7.036110054122376,37,2020-12-19,0.0,127.146363375022,37.5447065746306
에스아이팰리스장안센텀,14.213,9,2020,한천로2길 84,7.274023126369625,0,2020-12-19,1.0,127.063251157141,37.5623247513887
대치아이파크,84.95,20,2008,선릉로 222,8.121684241684049,12,2020-12-19,1.0,127.054749094366,37.4958669797852
고덕리엔파크3단지,84.87,10,2011,상일로 74,7.141330853637253,9,2020-12-19,1.0,127.174785524346,37.5513683747695
래미안그레이튼,84.97,14,2009,도곡로43길 20,7.966715236511414,11,2020-12-19,1.0,127.048587369117,37.4968552857788
DMC현대아파트,84.95,5,2000,응암로 33,6.847719065538078,20,2020-12-19,1.0,126.908206952284,37.5767207624417
헬리오시티,84.95,25,2018,송파대로 345,7.822278705536209,2,2020-12-19,1.0,127.102531804188,37.4976145695004
삼익,104.86,3,1979,이촌로 260,7.4425149576785055,41,2020-12-19,0.0,126.976211585622,37.5185731365597
역삼래미안,59.73,16,2005,선릉로69길 19,8.064944944398409,15,2020-12-19,1.0,127.050691041401,37.4981263526043
삼익,59.87,2,1997,목동동로12길 45,7.35887451631488,23,2020-12-19,1.0,126.876366110642,37.5225865099354
서울숲리버뷰자이,84.95,9,2018,고산자로2길 65,7.647475981156282,2,2020-12-19,1.0,127.038836506223,37.556198526017
서울숲리버뷰자이,108.93,22,2018,고산자로2길 65,7.578341970597208,2,2020-12-19,1.0,127.038836506223,37.556198526017
정릉2차e-편한세상,84.09,11,2009,북악산로 851,6.953204439615537,11,2020-12-19,1.0,127.018315403612,37.6002510241826
urbanplace,20.344,4,2014,효령로77길 30,6.939491688585742,6,2020-12-19,1.0,127.029108764485,37.4917097332991
신일해피트리3차(568),84.97,15,2005,장한로5길 28,6.559801588188788,15,2020-12-19,1.0,127.065042716716,37.5648987351718
동도센트리움(70-12),116.276,8,2002,고척로22길 84,6.244465108729352,18,2020-12-19,1.0,126.846809356285,37.4981451232999
래미안공덕4차,112.71,20,2005,마포대로11길 50,7.294924919084693,15,2020-12-19,1.0,126.951191414673,37.5515880231161
아크로리버파크,129.97,28,2016,신반포로15길 19,8.224600515326124,4,2020-12-19,1.0,126.992673104135,37.5062519997568
영등포아트자이,84.764,25,2014,도영로 66,7.3468912062416365,6,2020-12-19,1.0,126.900176553265,37.5103949442095
백운한비치Ⅱ,84.835,10,2008,금하로23길 52,6.527490096033653,12,2020-12-19,1.0,126.909342848147,37.4535771651578
청화1,104.69,9,1982,장문로 27,7.374745489067629,38,2020-12-19,0.0,126.993672893038,37.5291071806126
한라비발디스튜디오193,19.99,10,2013,강남대로39길 15-10,7.123366783640765,7,2020-12-19,1.0,127.032117662018,37.4857020246194
강일리버파크9단지,84.74,9,2009,고덕로97길 29,7.122127883941247,11,2020-12-19,1.0,127.177832623849,37.5583540269033
독립문극동(200-0),114.51,14,1998,독립문공원길 17,7.068657322598783,22,2020-12-19,1.0,126.955198449007,37.5723811886189
명륜동주상복합아남아파트,50.49,4,1999,혜화로3길 5,7.157285585469541,21,2020-12-19,0.6965784284662088,127.000230514994,37.5859646059047
한남힐스테이트,129.059,12,2003,장문로 141,7.265135078319152,17,2020-12-19,1.0,127.003869953309,37.5289897960706
반포주공1단지,106.25,5,1974,신반포로 45,8.15546347681588,46,2020-12-19,0.0,,
광남캐스빌,83.77,10,2009,문정로 261,6.6617304734576255,11,2020-12-19,1.0,127.142267032375,37.5015432300894
뉴월드(402-42),45.73,7,2005,응암로20길 20,6.343097279333655,15,2020-12-19,1.0,126.92015187929,37.5924703338468
올림픽선수기자촌2단지,136.98,1,1988,양재대로 1218,7.468559272554369,32,2020-12-19,0.0,127.137712375583,37.5166909917264
벽산베스트블루밍,84.887,4,2010,고척로60길 30,6.842191340368586,10,2020-12-19,1.0,126.858766619471,37.5051496613125
한남힐스테이트,151.071,10,2003,장문로 141,7.237112884717942,17,2020-12-19,1.0,127.003869953309,37.5289897960706
브라운스톤2차,84.98,9,2010,동호로 93,7.406981766904776,10,2020-12-20,1.0,127.01540195659,37.5475920778648
마포웨스트리버태영데시앙,59.989,6,2019,서강로3길 32,7.681128517356562,1,2020-12-20,1.0,126.930854061378,37.5500177865994
에스아이팰리스장안센텀,13.083,10,2020,한천로2길 84,7.3568664875977605,0,2020-12-20,1.0,127.063251157141,37.5623247513887
천보,66.56,3,2002,용마산로115가길 16,6.3124282375297085,18,2020-12-20,0.8,127.095918192527,37.5975823960105
래미안 리더스원,114.94,32,2020,서운로 62,7.989345133282992,0,2020-12-20,1.0,127.028420395094,37.4894385509969
경남1,84.85,7,1998,경인로47길 150,6.5273132978483215,22,2020-12-20,1.0,126.862525433514,37.505814351751
롯데캐슬골드,209.49,31,2005,올림픽로 269,7.08454019131833,15,2020-12-20,1.0,127.100611434725,37.5144273491608
미래타워,84.97,13,2003,디지털로32길 92,6.513757649687381,17,2020-12-20,1.0,126.899902506754,37.4826840834852
한가람,84.96,8,1998,이촌로 201,7.707321736548151,22,2020-12-20,1.0,126.970156197885,37.5213483828264
북한산현대힐스테이트3차아파트,129.46,5,2010,불광로 122-10,6.698343676022296,10,2020-12-21,1.0,126.93418080291,37.6182703657052
모아아파트(103동),39.47,14,2015,불광로1길 6,6.743759828138402,5,2020-12-21,1.0,126.927742025324,37.6102248261785
서초극동스타클래스,84.3,2,2003,서리풀4길 43,7.513567510312128,17,2020-12-21,1.0,127.022944703675,37.4876401583213
래미안송파파인탑,87.01,3,2012,오금로32길 31,7.418465966824778,8,2020-12-21,1.0,127.119488892903,37.5029836751039
"현대2차(10,11,20,23,24,25동)",162.27,1,1976,압구정로29길 71,7.676426818914151,44,2020-12-21,0.0,127.028325815765,37.5336032834133
한솔,58.53,3,2006,까치산로14길 33-10,5.995216256829121,14,2020-12-21,1.0,126.849311215866,37.5446976202316
래미안트윈파크,115.42,20,2011,노량진로23가길 23,7.294976066749578,9,2020-12-21,1.0,126.951782471081,37.5133034686366
상계주공3(고층),60.5,2,1987,동일로215길 48,7.095571355093733,33,2020-12-21,0.0,127.056160593171,37.6508221948981
래미안신반포팰리스,104.03,19,2016,잠원로8길 35,7.996417236797079,4,2020-12-21,1.0,127.011661662443,37.5150996956316
태승훼미리4차,125.7,5,2008,금낭화로13길 36,6.077547357339905,12,2020-12-21,1.0,126.809334540471,37.5719748830871
시그마,83.52,3,2002,언남16길 2,6.793468280233323,18,2020-12-21,0.8,127.045035250681,37.4746126020187
경향파크,124.8,7,1989,갈현로15길 53,5.830546898977181,31,2020-12-21,0.0,126.905584047403,37.6109939403085
대우,59.96,14,1999,고척로52길 48,6.883104359985551,21,2020-12-21,1.0,126.855220189635,37.5034122853622
상봉듀오트리스,131.8,10,2016,상봉로 131,6.79120441257316,4,2020-12-21,1.0,127.092177640813,37.5974066200134
대우,59.94,12,1999,고척로52길 53,6.9252850812669315,21,2020-12-21,0.6965784284662088,126.856602388561,37.5034945211464
(780-50),50.34,5,1997,도림로12길 5-7,5.984687562828958,23,2020-12-21,0.8072007110153692,126.888665089053,37.4872062791552
대원,84.78,14,1998,문래로4길 26,6.967505283387911,22,2020-12-21,0.84531333371795,126.882943686927,37.5187472830353
동원월드타운,118.085,12,2004,성암로5길 12,6.579001831343339,16,2020-12-21,1.0,126.909533657773,37.5702222818858
아크로타워스퀘어,115.58,12,2017,국회대로54길 10,7.316847647307034,3,2020-12-21,1.0,126.906430209934,37.5236586861947
래미안솔베뉴,59.32,17,2019,양재대로 1650,7.612300504494452,1,2020-12-21,1.0,127.145944201844,37.554378854214
금호자이1차,84.98,2,2012,금호로 117,7.455771931074207,8,2020-12-21,1.0,127.021435595291,37.5530604673758
효창맨션,59.5,11,1969,효창원로 157,6.189074796417027,51,2020-12-21,0.0,126.961645243993,37.541908846157
아이안,78.3,5,2008,진흥로11길 8-1,6.407937387025975,12,2020-12-21,1.0,126.92283046318,37.6079004080375
신동아아파트1,51.27,5,1987,방학로 193,6.548597386593182,33,2020-12-21,0.0,127.027892798566,37.6609324564424
반포서래월드메르디앙스칼라아파트A동,131.87,3,2005,반포대로39길 63-8,7.03323508299327,15,2020-12-21,1.0,127.001430756957,37.4972256713155
한일1,59.953,1,1999,석계로15길 25,6.888336211963821,21,2020-12-21,1.0,127.06134243043,37.6220625118578
진도2,108.69,5,1999,목동동로 250,7.229890779503298,21,2020-12-21,0.7754887502163469,126.873817606501,37.5257088495638
삼익,59.97,7,1998,남부순환로120길 22,6.609400030973913,22,2020-12-21,0.6191808253032967,126.900720886861,37.4783056912353
월튼파크뷰(342-21),52.855,8,2016,장한로26나길 3,6.5645438967378755,4,2020-12-21,1.0,127.072985850568,37.5713595456693
롯데캐슬메디치,124.07,6,2010,서초중앙로 110,7.0908556624728165,10,2020-12-21,1.0,127.014522584596,37.4915904303325
신성새실마을101동,80.13,3,2004,관악로6길 86,6.758211467789417,16,2020-12-21,0.9333333333333333,126.953658446216,37.4778997911356
방화그린,33.18,15,1993,방화대로48길 40,7.022116755498939,27,2020-12-21,0.3807354922057603,126.820167898164,37.5742556295155
현대홈타운3차,82.56,11,2006,장한로28가길 44,6.9130705850454826,14,2020-12-21,1.0,127.073214711617,37.5749195045053
리치안풍산,84.99,5,2009,부일로1길 126,6.154101130585539,11,2020-12-21,1.0,126.817614084912,37.4958276270718
신동아파밀리에,58.75,18,2002,양재대로96길 79,7.323100495690008,18,2020-12-21,1.0,127.141490090166,37.5290428670219
래미안 개포 루체하임,101.99,14,2018,개포로110길 50,7.945840989855657,2,2020-12-21,1.0,127.079624225204,37.4895410084374
삼익파크맨션,64.11,1,1983,명일로 286,7.183906455346099,37,2020-12-21,0.0,127.148697755947,37.543314858872
코오롱,102.158,3,2003,연남로 52,6.920806257288819,17,2020-12-21,1.0,126.920157065443,37.5648202770892
고덕리엔파크2단지,84.83,5,2011,고덕로 427,7.212038153525744,9,2020-12-21,1.0,127.173182162867,37.5587972921376
KNP이스트빌,84.68,10,2004,진황도로 151-5,6.673568452106439,16,2020-12-21,1.0,127.141817410349,37.532760994336
주공2,49.94,5,1987,구일로4길 22,7.155816077490182,33,2020-12-21,0.0,126.875645378981,37.4911670949724
서라벌,35.17,5,2004,정릉로48길 35,6.317976298065947,16,2020-12-22,1.0,127.027743820067,37.6025697758022
스타팰리스,184.15,3,2006,성북로9길 11,6.479496378873109,14,2020-12-22,1.0,127.003121430989,37.5906240481881
중구리버빌,90.96,10,2003,난계로13길 17,6.404668614772327,17,2020-12-22,1.0,127.022434812192,37.5671643072362
건진,74.47,1,1994,목동중앙로3길 42,6.509381924687729,26,2020-12-22,0.2666666666666666,126.868802183938,37.5371358221721
동일아파트,83.75,6,2002,은행정로17길 2,6.623053834668494,18,2020-12-22,1.0,126.858472499048,37.5266284094069
신일,59.97,8,1998,한글비석로 366,6.765154560383146,22,2020-12-22,0.7486279792153613,127.074842153869,37.6584690001803
청계천두산위브더제니스,123.8073,16,2014,다산로46길 17,7.057452399682705,6,2020-12-22,1.0,127.017122913186,37.5668675982177
두산위브트레지움2차,84.9988,21,2016,상도로30길 40,7.406760562847839,4,2020-12-22,1.0,126.942466980966,37.5043182643342
홍제현대,106.18,6,1992,통일로39가길 57,6.696966808080119,28,2020-12-22,0.30157079707046747,126.940985283729,37.5899000753645
칸리버팰리스,84.39,5,2003,버드나루로16길 5,5.873503749474417,17,2020-12-22,0.8666666666666667,126.909201368188,37.526704884314
성삼하이츠,58.58,3,2004,구로중앙로18길 56,6.666003334071645,16,2020-12-22,1.0,126.892539685695,37.4956395984282
방배씨티(보성),74.16,6,2000,서초대로23길 74,7.2790212052922545,20,2020-12-22,1.0,126.991139287614,37.4906609707258
길음뉴타운5단지(래미안),114.93,7,2006,길음로 74,7.027112912741062,14,2020-12-22,1.0,127.02103392513,37.6092895738067
강변,59.44,2,1971,이촌로 104,7.217237033245072,49,2020-12-22,0.0,126.959040580308,37.5234915997654
서초자연인아파트(101동),27.38,5,2012,서운로9길 18,6.68898491248015,8,2020-12-22,1.0,127.02773186973,37.4872443099264
EGSoulLeader,13.42,13,2012,상봉로 110,6.541023547597812,8,2020-12-22,1.0,127.093345706876,37.5957067932724
송천센트레빌,84.867,7,2010,숭인로 39,7.198472790726339,10,2020-12-22,1.0,127.026965197297,37.6127409579107
경남,63.86,6,1995,가좌로7나길 35,5.8050632733734675,25,2020-12-22,0.33333333333333326,126.920038795167,37.5833381581922
훼미리하우스138,14.28,7,2013,버드나루로17길 2,6.774623966378955,7,2020-12-22,1.0,126.908048818974,37.5276118418879
영등포그랑그루,12.1,8,2012,문래로 191,6.899456476167442,8,2020-12-22,1.0,126.903251180927,37.5184760808639
동양엔파트2차,84.63,3,2013,중랑천로14길 34,6.9296108792379565,7,2020-12-22,1.0,127.074346217752,37.5942032909884
대우파크힐(쌍문동이안),126.379,4,2004,시루봉로 8,6.316965192361898,16,2020-12-22,1.0,127.029296985162,37.6510930297809
아이파크종암동2차,114.698,6,2005,종암로9길 71,6.547479326464346,15,2020-12-22,1.0,127.032512432299,37.596303698625
송천센트레빌,59.762,11,2010,숭인로 39,7.311623896796258,10,2020-12-22,1.0,127.026965197297,37.6127409579107
몽촌토성,83.01,3,1993,성내로6다길 42,6.737289438564551,27,2020-12-22,0.35849625007211555,127.123790575594,37.5265635480464
도봉산리베니움,84.58,1,2004,도봉로181길 74-30,6.039590143419165,16,2020-12-22,1.0,127.043188593144,37.6857583933339
여의도자이,163.64,23,2008,여의동로3길 10,7.319474722548916,12,2020-12-22,1.0,126.925195988034,37.5181172905531
미성아파트(연립),119.77,6,1987,초록마을로 176,6.398848161038777,33,2020-12-22,0.0,126.845290915658,37.5361828454454
휘경센트레빌,114.99,2,2011,외대역동로 14,6.651546480653703,9,2020-12-22,1.0,127.068673152616,37.5909683833441
두원프라자,84.24,6,1996,도봉로 157,6.302726807645512,24,2020-12-22,0.3999999999999999,127.027002345032,37.6227592161358
대동,59.76,15,1997,광운로 46,6.820196106854185,23,2020-12-22,1.0,127.060950785003,37.621716014873
삼우하이뷰,109.85,4,2003,월드컵로11길 50,6.5261275936878285,17,2020-12-22,0.8666666666666667,126.908170882022,37.5542796318165
도원빌,84.92,5,2003,양재대로102길 44,6.478818550675371,17,2020-12-22,0.8666666666666667,127.140709032285,37.532122249413
현대휴먼터치빌,35.88,14,1999,논현로 565,6.718722287600196,21,2020-12-22,1.0,127.033785182489,37.5065208505908
예당하우스,75.17,4,2002,동광로42길 4,6.9574509162597815,18,2020-12-22,0.8,126.999670479906,37.4947515150141
동구싼타빌,68.59,5,2004,영동대로112길 24,6.611434160195233,16,2020-12-22,0.9333333333333333,127.062269780876,37.5151589109052
신내 데시앙포레,84.56,5,2013,신내역로 165,6.839741789887176,7,2020-12-22,1.0,127.109631685269,37.6165826807685
우남푸르미아,84.94,2,2007,부일로 927,6.2724726438673315,13,2020-12-22,1.0,126.829705725742,37.4936386620369
(793-54),31.4,3,1998,도림로10길 5-1,6.4313618516376305,22,2020-12-22,0.6893233335256418,126.887894757628,37.4862116491249
목동벨로스주상복합,71.47,11,2019,등촌로 204,6.663829188485399,1,2020-12-22,1.0,126.863519438414,37.5478622643321
노블하우스,66.32,5,2001,강남대로12길 24-2,7.003723209303489,19,2020-12-22,0.7333333333333334,127.040564788409,37.4698758981868
우창,55.9,5,1983,여의대방로5길 6,7.389540749526964,37,2020-12-22,0.0,126.912418568162,37.4969769736824
오류동삼전솔하임,15.943,6,2020,경인로 187,6.527498206792007,0,2020-12-22,1.0,126.841791274363,37.4956124499427
씨밀레,82.65,5,2004,연희로2안길 7-18,6.434722262384795,16,2020-12-22,1.0,126.927493064538,37.5599389068832
삼성홈타운,47.46,7,2003,월정로14길 64,5.910068908903988,17,2020-12-22,0.8666666666666667,126.843641110733,37.527589904293
신성미소지움3차아파트,84.8,4,2007,오목로 39-22,6.56180429840638,13,2020-12-22,1.0,126.841784757701,37.5229219568439
우방,84.89,16,1999,공릉로58길 176,6.70050548282952,21,2020-12-22,0.6000000000000001,127.076963099753,37.6376987099634
성재센트리움,39.27,11,2016,곰달래로22길 5,6.514439143384395,4,2020-12-22,1.0,126.84436160818,37.5301658262913
서울,139.31,9,1976,여의나루로 121,7.7533391494081485,44,2020-12-22,0.0,126.930931826909,37.5268100522353
천왕이펜하우스1단지,59.94,10,2011,천왕로 91,7.104870658242011,9,2020-12-22,1.0,126.837445160952,37.4866893781833
북한산현대힐스테이트3차아파트,84.97,8,2010,불광로 122-10,7.019333917567228,10,2020-12-22,1.0,126.93418080291,37.6182703657052
하니맨션,40.14,7,1972,퇴계로 195,6.211114209167936,48,2020-12-22,0.0,126.993580866123,37.5613556491509
신정동경남아너스빌2차,43.57,7,2005,신목로5길 21,6.534583820514942,15,2020-12-22,1.0,126.871737048398,37.5174571219997
세종빌라트,162.48,7,1998,도곡로23길 31,6.707549489931762,22,2020-12-22,0.5333333333333334,127.038796002173,37.4941807545498
가우디트윈캐슬1,41.26,13,2016,한천로24길 74-7,6.5857202517356725,4,2020-12-22,1.0,127.068473590309,37.5682846293974
래미안마포리버웰,84.97,9,2015,토정로31길 23,7.7018989887966365,5,2020-12-23,1.0,126.941469163819,37.5416401804529
강동와이시티,13.97,11,2014,천호대로175길 42,6.796571750021522,6,2020-12-23,1.0,127.137425545214,37.5365024541122
월가타워,19.49,11,2013,마들로11가길 6-25,6.335749038261039,7,2020-12-23,1.0,127.049035628214,37.6522203633914
