단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha,경도,위도
상록,57.88,18,1997,숭문길 106,7.2035248084032,23,2020-09-19,1.0,126.946795894081,37.5509248817864
무학,59.38,5,1998,장군봉8길 16,6.71561810775715,22,2020-09-19,1.0,126.938662393601,37.4812675975401
우물골2단지두산위브(204~208동)BL2-5,59.37,6,2009,진관2로 77,7.134765356085067,11,2020-09-19,1.0,126.926834884276,37.634569572388
래미안퍼스티지,222.76,7,2009,반포대로 275,7.689924443343259,11,2020-09-19,1.0,126.995965286053,37.5023902684594
동도센트리움,80.822,17,2009,마들로 579-19,6.609850635510183,11,2020-09-19,1.0,127.045283529977,37.6618058794693
한가람,84.96,20,1998,이촌로71길 10,7.680510479097494,22,2020-09-19,1.0,126.972980593821,37.520490316857
천호동1차예전이룸아파트,84.18,3,2004,양재대로121길 50,6.569142477861813,16,2020-09-19,1.0,127.139089324943,37.5431354654199
당산계룡리슈빌2단지,40.136,11,2014,양산로25길 8,7.397531734441391,6,2020-09-19,1.0,126.898700398659,37.524382751721
하림빌라트,47.63,4,1998,숭인동길 83-15,6.4046678513112685,22,2020-09-19,0.5333333333333334,127.021329912828,37.5785301130403
대일아이안(9-25),52.275,5,2013,불광로1길 9,6.534755972123549,7,2020-09-19,1.0,126.927363405877,37.6098792446246
두산,59.69,1,1997,남부순환로95길 88,6.696022337460105,23,2020-09-19,1.0,126.851730585144,37.4953252173816
문정래미안,84.96,17,2004,문정로 83,7.370849499926938,16,2020-09-19,1.0,127.130231968818,37.4892043157404
삼환,84.945,15,1995,남부순환로95길 54,6.640138560643896,25,2020-09-19,1.0,126.854710644734,37.4950348315458
개포주공7단지,83.7,3,1983,개포로 516,7.918595610409903,37,2020-09-19,0.0,127.070871480537,37.4891406792843
길음서희스타힐스,66.61,3,2011,동소문로 284,6.898555304583475,9,2020-09-19,1.0,127.02732104049,37.6052551856298
상록타워아파트,83.96,22,1997,아차산로 540,7.337227188391377,23,2020-09-19,0.739649167003206,127.101477509191,37.5423063852949
신일,53.38,7,2003,도봉로76가길 27,6.471278459043073,17,2020-09-19,0.8666666666666667,127.026587843787,37.6322244447352
금호,84.86,10,1997,공원로 26,6.388725775489273,23,2020-09-19,1.0,126.892109038117,37.4999033071437
구파발10단지어울림(1011~1019동)BL3-1,101.84,3,2010,진관3로 15-45,6.827647107002989,10,2020-09-19,1.0,126.916171226315,37.6442915792715
중계그린1단지,49.85,9,1990,동일로207길 18,6.97841843647625,30,2020-09-19,0.0,127.062051438504,37.6445728156805
아이파크종암동2차,84.73,7,2005,종암로9길 71,6.9791450552886145,15,2020-09-19,1.0,127.032512432299,37.596303698625
대림아르빌,84.74,6,2005,대사관로11길 21,7.296481271086025,15,2020-09-19,1.0,127.00136404478,37.5349657422928
천호엘크루,144.5,17,2008,올림픽로 660,6.588436121587174,12,2020-09-19,1.0,127.124570380688,37.540169637196
신대방,59.6,2,1995,보라매로 83,6.771343423492261,25,2020-09-19,0.6949875002403852,126.927339768223,37.4966586765235
삼익2차아파트,51.784,14,2004,공릉로34길 118,6.760647559358451,16,2020-09-19,1.0,127.080922038126,37.6259669387939
우정에쉐르2,59.75,5,2004,테헤란로77길 8,7.171727519354863,16,2020-09-19,0.9333333333333333,127.054905898474,37.5070832578171
경남아너스빌,84.99,4,2004,갈현로11길 46,6.559566238693703,16,2020-09-19,1.0,126.905402187471,37.6047988625219
응암푸르지오,59.58,5,2008,백련산로 146,6.88087834224342,12,2020-09-19,1.0,126.926363056073,37.597777066917
미원1,58.98,7,1996,망원로11길 38,6.7017578865028975,24,2020-09-19,0.8174925682500677,126.906381640549,37.5594354441193
강변동양,84.95,4,2001,둘레길 21,7.748896159602184,19,2020-09-19,1.0,127.046650629806,37.537662691024
송파레미니스,84.94,8,2017,성내천로 6,7.253301896879058,3,2020-09-19,1.0,127.134828192603,37.5083372409238
서초포레스타3단지,59.96,10,2014,헌릉로8길 22,7.673890010109412,6,2020-09-19,1.0,127.05917968299,37.4552690388771
서초프레스턴,244.42,5,2005,명달로22길 81,6.612873909049078,15,2020-09-19,1.0,127.007099324356,37.4881620546235
현대파크빌,153.61,16,1999,공원로 41,6.1774034494252525,21,2020-09-19,1.0,126.889924711112,37.50036882384
삼성,73.59,9,1989,문정로 197,7.063593428297137,31,2020-09-19,0.0,127.139215599972,37.4965547540795
현대(관악),116.86,10,1992,관악로 304,6.589429898346163,28,2020-09-20,0.3523601479241498,126.957711000956,37.4920505661271
목동센트럴아이파크위브1단지,59.88,14,2020,남부순환로83길 17,7.400380198101281,0,2020-09-20,1.0,126.84089468628,37.5165341872468
황학아크로타워,134.301,5,2010,퇴계로 447,6.450322985954602,10,2020-09-20,1.0,127.021721835241,37.5660419798503
다성이즈빌(320),57.78,6,2017,올림픽로89길 39-4,7.0407673259704735,3,2020-09-20,1.0,127.123396075675,37.5476333031419
현대슈퍼빌,147.86,10,2003,서초중앙로 15,7.207303635183101,17,2020-09-20,1.0,127.015641614311,37.4830108887405
동림아파트,55.27,5,2002,증가로20나길 21,5.716903899546178,18,2020-09-20,0.9287712379549449,126.919871478084,37.5817392321722
서초힐스,74.97,16,2012,양재대로2길 90,7.525141178597858,8,2020-09-20,1.0,127.017570531118,37.4576052707213
마포래미안푸르지오2단지,114.2802,24,2014,마포대로 195,7.492111930672,6,2020-09-20,1.0,126.95422378666,37.5524339233654
성진파크뷰아파트,49.71,8,2019,도당로 32,6.092591612233871,1,2020-09-20,1.0,127.035231549474,37.6608617479387
선구,75.06,1,2003,갈현로 232,6.1729864237313725,17,2020-09-20,1.0,126.915272291927,37.61770302546
강변힐스테이트,59.54,18,2004,신수로 15,7.455835911624143,16,2020-09-20,1.0,126.932948545207,37.5434218811795
성진파크뷰아파트,45.51,4,2019,도당로 32,6.134345634677009,1,2020-09-20,1.0,127.035231549474,37.6608617479387
전농동삼성래미안,59.93,3,2000,전농로 192,7.084275514212005,20,2020-09-20,1.0,127.055452585633,37.58280297036
센트라스,84.98,9,2016,왕십리로 410,7.540513159529298,4,2020-09-20,1.0,127.024082467223,37.5666029325047
동아,99.29,4,1995,송월길 147,6.783632317314772,25,2020-09-20,0.33333333333333326,126.962105872288,37.5714439601424
갈현동현대,59.25,10,1997,갈현로33길 24,6.717809797077523,23,2020-09-20,1.0,126.913971706642,37.6219704228009
초원,59.93,5,1999,미성5길 40,6.420075909686928,21,2020-09-21,1.0,126.914118365347,37.4733555004007
동원베네스트,84.82,2,2002,고덕로 52-11,6.827132744355955,18,2020-09-21,1.0,127.131134255284,37.55407646727
DUO302,15.97,18,2014,난계로 169,6.845093517857426,6,2020-09-21,1.0,127.023261376536,37.5665748058672
그린,96.25,5,2004,효령로29길 76,6.970669104392706,16,2020-09-21,0.9333333333333333,126.994086728925,37.4847417126256
센트레빌아스테리움서울,149.05,29,2013,한강대로 372,7.0002864491953645,7,2020-09-21,1.0,126.972912206176,37.5516315844006
엘리시아,61.54,6,2009,목동중앙북로 108,6.767749562990202,11,2020-09-21,1.0,126.875247696471,37.5461319860391
벨루체팰리스,104.65,4,2007,동광로24길 22,6.9933322784846235,13,2020-09-21,1.0,126.99309558705,37.4921119034329
정은스카이빌(959),84.2,4,2006,목동중앙북로24길 83,6.617695084125389,14,2020-09-21,1.0,126.875518259625,37.5434781996438
신동아,84.46,8,1993,매봉로 134,6.9431160228399085,27,2020-09-21,0.5999999999999999,126.951490881181,37.5101470412624
동부센트레빌,114.96,20,2003,영신로 191,7.022983441573039,17,2020-09-21,1.0,126.900013328228,37.5248178831894
길훈,42.57,2,1987,지양로 101,6.470791503814602,33,2020-09-21,0.0,126.831464966348,37.5234956753563
상계주공14(고층),90.94,14,1989,동일로228길 23,6.794470577752905,31,2020-09-21,0.0,127.058738056584,37.6698696701205
송도그린빌A동,61.18,5,2003,모래내로24길 54,6.275175029595071,17,2020-09-21,1.0,126.942926905007,37.5821488876662
한진해모로,84.93,7,2007,양원역로6가길 19,6.624810974549891,13,2020-09-21,1.0,127.109841273166,37.6032912781038
대조리치빌III,36.3,6,2014,통일로 745-6,6.733664221324698,6,2020-09-21,1.0,126.927974566105,37.6116075359111
수락산벨리체,134.94,5,2000,동일로250길 18,6.286511605643487,20,2020-09-21,1.0,127.056999292729,37.6818424631869
신트리4,59.73,3,2000,신정로 260,6.9999710148791285,20,2020-09-21,1.0,126.851983099791,37.5111930401972
래미안서초유니빌,43.625,3,2003,서초중앙로 26,6.715643836915656,17,2020-09-21,1.0,127.016991752076,37.4846872089607
비즈트위트오렌지,15.54,3,2013,공원로6가길 8,6.466923027036682,7,2020-09-21,1.0,126.891425690169,37.5021327598939
쌍용플레티넘밸류,84.9,10,2007,테헤란로4길 46,7.2945949229671365,13,2020-09-21,1.0,127.03006467392,37.4955481444177
신미,75.48,2,1981,신길로23길 20,6.990606805746041,39,2020-09-21,0.0,126.906905217062,37.5016257324281
신답극동,105.59,13,1987,서울시립대로 5,6.72552842364192,33,2020-09-21,0.0,127.044252571581,37.5728239644
서울숲푸르지오,84.6,2,2007,금호로 15,7.446554754790534,13,2020-09-21,1.0,127.022764235413,37.5438475070221
남서울,42.97,1,1977,신길로 108,7.6581125877120835,43,2020-09-21,0.0,126.912436125445,37.502181737466
우성1,62.37,15,1985,도림로 187,6.885544752617417,35,2020-09-21,0.0,126.9005921977,37.4955657383468
천호네스빌,50.46,6,2003,성안로25길 40,6.430192433315333,17,2020-09-21,1.0,127.133590967213,37.5387261967329
청남,54.47,1,2003,남부순환로31길 24,5.854544166752994,17,2020-09-21,0.8666666666666667,126.829079907682,37.538736362438
광남벨라스(1차),129.05,7,2004,동교로 126,6.601432244418055,16,2020-09-21,1.0,126.916201018938,37.5547412384639
상림마을7단지아이파크(702~705동)BL1-4,84.83,3,2008,진관4로 77,6.849132659836376,12,2020-09-21,1.0,126.928443600221,37.646668707628
한남더힐,240.23,3,2011,독서당로 111,8.019203015357471,9,2020-09-21,1.0,127.007307641122,37.5361228594578
영풍마드레빌,84.8485,24,2004,용마산로129가길 41,6.722500675532133,16,2020-09-21,1.0,127.100232635403,37.606020188045
우공팰리스,81.69,10,2008,강서로7길 82,6.2543277595587305,12,2020-09-21,1.0,126.843257219816,37.5293917576074
월드컵현대,59.76,9,1998,수색로 154,7.065913980206934,22,2020-09-21,1.0,126.9049794448,37.5755770995711
(1101-1),14.46,7,2012,도림천로19길 12,6.678716097620723,8,2020-09-21,1.0,126.900598552049,37.4869311222654
삼호그린,84.72,13,1999,사당로2가길 188,6.945740392167193,21,2020-09-21,1.0,126.965524302043,37.4864435205406
현대뜨레비앙,48.54,6,2003,돈화문로11가길 59,6.5127421565868895,17,2020-09-21,1.0,126.990057597088,37.5751118972517
왕궁,65.46,1,1975,개봉로1길 22,5.644086741993382,45,2020-09-21,0.0,126.854985369014,37.4857684939638
한진로즈힐,84.93,2,2004,양천로24가길 59,6.601094447932575,16,2020-09-21,1.0,126.813838595328,37.5710607150986
동문,59.64,16,1998,오현로 128,6.727443773116207,22,2020-09-21,1.0,127.037977142437,37.6241046118005
극동옥정,84.93,6,1998,한림말길 24,7.100656879419855,22,2020-09-21,0.9225150983032795,127.013748613882,37.5405229507013
서초화원그랑빌,84.59,8,2002,반포대로21길 27,7.114330121807587,18,2020-09-21,0.8,127.008455981675,37.4873557433595
롯데2,84.708,9,2003,우장산로 47,6.745211349796857,17,2020-09-21,1.0,126.842383691901,37.5547720917234
한진타운,84.21,6,1994,뚝섬로 310,7.451175342360811,26,2020-09-21,0.8476736006157444,127.04576954164,37.5407823880812
서울대역마에스트로,19.46,18,2012,남부순환로218길 1,6.647444403326488,8,2020-09-21,1.0,126.950689194498,37.4810791516623
신창,58.68,12,1998,덕릉로62길 13,6.491495925743092,22,2020-09-21,0.5333333333333334,127.041114346694,37.6407388217293
닷컴캐슬,73.19,4,2003,남부순환로255나길 8,6.35236609765237,17,2020-09-21,1.0,126.971549955864,37.4769773237329
서초대우,186.05,10,2000,명달로 20,6.8175382612397675,20,2020-09-21,0.7739760316291208,127.006442307486,37.4794475370918
상계주공3(고층),59.28,3,1987,동일로215길 48,7.08534229869398,33,2020-09-21,0.0,127.056160593171,37.6508221948981
한강그린1차아파트,56.16,4,2011,동교로1길 22,6.761114317208019,9,2020-09-22,1.0,126.902015762941,37.5522492416925
해태드림타운,84.84,8,1997,은평로 82,6.3064404618789665,23,2020-09-22,0.8634359342329213,126.916985213035,37.5990780911071
마곡엠밸리4단지,114.86,9,2014,마곡서로 175,7.105683706155291,6,2020-09-22,1.0,126.824232519697,37.568908134597
대성아파트(749-11),57.04,5,2002,구로동로20길 52-9,6.122099040897579,18,2020-09-22,1.0,126.887247431769,37.4877210318725
보라매e편한세상,133.3,12,2010,보라매로 70,6.9387769689041,10,2020-09-22,1.0,126.928979767472,37.4957731735095
레그노시티,20.858,16,2020,봉우재로33길 85,7.158419598799927,0,2020-09-22,1.0,127.089638250848,37.595851483177
래미안마포리버웰,84.98,11,2015,토정로31길 23,7.652725150136226,5,2020-09-22,1.0,126.941469163819,37.5416401804529
위례중앙푸르지오2단지,106.0944,18,2016,위례광장로 290,7.516425573714733,4,2020-09-22,1.0,127.142846458508,37.4749701169654
(770-8),49.88,4,1994,구로동로22길 88-14,5.78314640040864,26,2020-09-22,0.2666666666666666,126.888327637604,37.4882271626412
레그노시티,25.451,15,2020,봉우재로33길 85,7.0313756311686,0,2020-09-22,1.0,127.089638250848,37.595851483177
금천롯데캐슬골드파크3차,59.9662,20,2018,시흥대로 291-1,7.351935645119848,2,2020-09-22,1.0,,
삼익4단지아파트,59.04,14,1994,동일로198가길 13,6.77112190635961,26,2020-09-22,0.7777186685552987,127.07261882185,37.6298024340719
반포주공1단지,106.25,4,1974,신반포로 9,8.064118398569132,46,2020-09-22,0.0,,
동도센트리움(601),84.983,1,2005,한글비석로19길 15,6.864679315502983,15,2020-09-22,1.0,127.073021902764,37.6582864308449
아크로리버파크,59.98,20,2016,신반포로15길 19,8.294383029003265,4,2020-09-22,1.0,126.992673104135,37.5062519997568
(740-24),34.6,5,2000,구로동로12길 59-16,5.666486689912504,20,2020-09-22,1.0,126.8862319608,37.4888261351451
경남아너스빌,70.94,1,2000,양평로17길 9,6.820308099532299,20,2020-09-22,1.0,126.896214758615,37.5356705885298
SM벨리체,55.76,7,2020,서오릉로 107,6.855101851394123,0,2020-09-22,1.0,126.919912039345,37.6092860772209
홍제비콘드림힐,84.9,13,2006,세무서8길 49,6.593415570709927,14,2020-09-22,1.0,126.949064950584,37.59038541882
강변삼성스위트,72.84,20,1999,원효로 40,7.3379888954178245,21,2020-09-22,0.9965784284662088,126.949302620967,37.5339160142404
한남힐스테이트,130.445,3,2003,장문로 141,7.309803155559349,17,2020-09-22,1.0,127.003869953309,37.5289897960706
학마을1단지,49.98,10,2000,신정로14길 6,6.9664242671274526,20,2020-09-22,1.0,126.844411617245,37.5085358903662
목동센트럴아이파크위브4단지,59.68,4,2020,남부순환로83길 47,7.393469301590015,0,2020-09-22,1.0,126.844576857258,37.5188460168384
마포현대,54.81,15,1988,마포대로11길 84,7.316680913264747,32,2020-09-22,0.0,126.950612577603,37.5513941579218
늘푸른,84.95,4,2004,북아현로6길 65-21,7.176573071274402,16,2020-09-22,0.9333333333333333,126.95798165974,37.5611185024791
롯데캐슬아이비,150.8,23,2005,국제금융로 86,7.079186629249036,15,2020-09-22,1.0,126.931800002781,37.5202061193308
한일써너스빌리젠시1단지(101동),84.74,10,2008,용마산로115길 127,6.824876360473316,12,2020-09-22,1.0,127.093668889688,37.5975232054583
오륜파크빌,47.83,6,2005,양재대로72길 52,6.386491366457092,15,2020-09-22,1.0,127.131949276241,37.5075576092618
다성리치빌,84.94,3,2001,백제고분로37길 12,6.676455172015273,19,2020-09-22,0.7333333333333334,127.10334922254,37.5040384777668
홍익,84.5,4,1995,가좌로 342,6.184575811323317,25,2020-09-22,0.7079879189072641,126.90795012317,37.5977476546821
장안동공감대(375-11),104.24,3,2004,장한로17길 13-1,6.177074372863231,16,2020-09-22,0.9333333333333333,127.067876419508,37.5674491206433
갤러리아포레,169.09,6,2011,서울숲2길 32-14,7.576416815892325,9,2020-09-22,1.0,127.042914714267,37.5456773286722
해담채3,13.39,12,2014,가마산로27길 11-15,6.6158322122731015,6,2020-09-22,1.0,126.891023698083,37.4969605265217
더샵스타시티,127.95,40,2007,아차산로 262,7.186014431299412,13,2020-09-22,1.0,127.072962760454,37.5370016363785
갤러리아팰리스,176.171,45,2005,올림픽로 212,7.40618108770436,15,2020-09-22,1.0,127.094231575378,37.5107067799275
강변,66.08,5,1971,이촌로 104,7.111338304441853,49,2020-09-22,0.0,126.959040580308,37.5234915997654
신계,84.15,2,2003,통일로48나길 32,6.164033812459258,17,2020-09-22,1.0,126.941120785813,37.5969788744966
송파파인타운5단지,84.93,3,2008,충민로4길 5,7.333462341645801,12,2020-09-22,1.0,127.129726468504,37.4796206706018
남해그린힐,75.42,10,2001,불광로6길 20,6.111043311768087,19,2020-09-22,0.7333333333333334,126.934828914715,37.6138700286669
화곡3차보람,84.79,11,2004,등촌로13바길 18-11,6.491142047827279,16,2020-09-22,1.0,126.857846743316,37.5367809430406
우성,47.38,14,1992,화곡로68길 115,6.926986640910025,28,2020-09-22,0.22146187299249076,126.860337997066,37.5573285674133
타워팰리스1,120.78,28,2002,언주로30길 56,7.594423493444373,18,2020-09-22,1.0,127.053483219997,37.4880695220981
샹그레빌아파트,80.16,1,2004,회기로5길 100,6.765057394216329,16,2020-09-22,1.0,127.041014128752,37.5952675232816
덕수궁롯데캐슬,56.2897,10,2016,서소문로9길 28,7.43112060066438,4,2020-09-22,1.0,126.970042986983,37.5637084894676
상계우방유쉘,139.16,8,2000,동일로230가길 15,6.248797047714451,20,2020-09-22,0.6666666666666667,127.057188339382,37.6721825261507
독립문극동(200-0),102.45,19,1998,독립문공원길 17,7.005768223009569,22,2020-09-22,1.0,126.955198449007,37.5723811886189
