단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
동현아파트1~6,120.58,8,1985,언주로146길 18,2264.05705755515,37,2022-03-31,0.0
다성이즈빌,20.85,9,2018,천호대로175길 14,1079.1366906474818,4,2022-04-01,1.0
힐스테이트 강동 리버뷰,84.9921,23,2019,올림픽로91길 30,1929.5911031731187,3,2022-04-01,1.0
개포래미안포레스트,102.32,13,2020,개포로 264,3606.3330727130574,2,2022-04-01,1.0
삼정아트테라스정동,17.7034,6,2020,서소문로 89-20,2146.480337110386,2,2022-04-01,1.0
태솔아파트4차,53.19,9,2019,답십리로 292-3,911.8255311148713,3,2022-04-01,1.0
신주아파트(A동),36.885,5,2003,방학로8길 29,433.78066964890877,19,2022-04-02,0.5811529169310906
청자,84.98,4,1997,은행정로15길 22,729.5834313956225,25,2022-04-02,0.2641604167868593
우성에비뉴,70.88,10,2017,고산자로26길 11,1097.6297968397291,5,2022-04-02,1.0
신동아파밀리에,58.5,19,2002,양재대로96길 79,1658.1196581196582,20,2022-04-02,1.0
상아아름,84.35,2,2005,월정로 62,628.3343212803794,17,2022-04-02,0.6868170836458343
대성유니드,59.99,3,2004,신월로15길 21,996.8328054675779,18,2022-04-02,0.6339850002884625
마포프레스티지자이,59.7848,1,2021,대흥로24길 24,2254.7537166637676,1,2022-04-02,1.0
파크프라자,77.41,4,2003,양재대로89길 16,891.3577057227749,19,2022-04-02,0.9478195835977573
그린씨티,84.577,3,2004,강서로47라길 79,780.3539969495253,18,2022-04-02,1.0
진흥아르미,84.96,6,2005,동일로 354,717.9849340866291,17,2022-04-02,0.6868170836458343
상림마을7단지아이파크(702~705동)BL1-4,84.79,7,2008,진관4로 77,1014.2705507724967,14,2022-04-02,1.0
도곡3차아이파크,187.215,5,2007,도곡로14길 21,1655.8502256763613,15,2022-04-04,1.0
트윈레이크팰리스빌,29.22,4,2018,백제고분로45길 40,1283.3675564681726,4,2022-04-04,1.0
신부파스카4차,84.62,7,2004,방울내로 43,945.4029780193807,18,2022-04-04,1.0
선데일,246.01,3,2006,동광로27길 67,1617.820413804317,16,2022-04-04,1.0
월드그린,52.03,7,2003,불광로6길 11-2,691.9085143186622,19,2022-04-04,0.5811529169310906
삼정아트테라스정동,28.1974,4,2020,서소문로 89-20,1755.4810017944917,2,2022-04-04,1.0
신도림 아르디에,31.94,4,2018,경인로66길 19,1048.8415779586724,4,2022-04-04,1.0
밀레니엄,84.0,5,2017,평창12길 14-4,666.6666666666666,5,2022-04-04,1.0
신안,56.86,5,1978,신림로58길 62-5,879.3527963418924,44,2022-04-04,0.0
현대테라하임101동,189.04,2,2006,강남대로34길 17,1005.0782903089294,16,2022-04-04,0.7396491670032062
e-편한세상,129.8748,10,2005,봉은사로11길 12,1478.3468386476823,17,2022-04-05,1.0
프라임하우스(916-5),40.25,6,2014,월정로20길 86-8,645.9627329192547,8,2022-04-05,1.0
한울네세창,84.68,4,2005,망우로76길 51,649.5040151157298,17,2022-04-05,1.0
블레스,39.08,7,2005,거마로8길 23,1527.6356192425794,17,2022-04-05,0.6868170836458343
경희궁자이(3단지),84.9443,19,2017,경교장길 35,2707.656664425983,5,2022-04-05,1.0
부림베스트빌,83.41,4,2002,월드컵로26길 17,815.2499700275747,20,2022-04-05,0.5283208335737187
문정그린,71.93,3,2001,송이로 264,924.5099402196579,21,2022-04-05,0.6965784284662088
신장미,68.66,2,1983,왕십리로 66-15,3306.146227789106,39,2022-04-06,0.0
대주그린빌,67.7,4,2003,성안로 67,886.2629246676514,19,2022-04-06,0.5811529169310906
동답한신,96.4,9,1992,답십리로 210-30,840.2489626556016,30,2022-04-06,0.0
유호루하스,28.26,9,2018,갈현로 300,778.485491861288,4,2022-04-06,1.0
화신,58.37,8,2004,고척로27길 76,685.2835360630461,18,2022-04-06,0.6339850002884625
청기와,34.84,6,2003,삼선교로22길 20,846.7278989667049,19,2022-04-06,0.5811529169310906
신대림자이1단지,84.61,3,2007,시흥대로173길 13,1016.4283181657015,15,2022-04-06,1.0
강동네스빌,24.45,4,2002,강동대로53길 43,838.4458077709612,20,2022-04-06,1.0
조은2차,73.81,4,2004,북아현로 68-20,1558.0544641647473,18,2022-04-06,0.6339850002884625
수유다우아트리체,14.86,7,2018,한천로 1174,975.7738896366084,4,2022-04-06,1.0
힐탑아파트4차(894-5),75.0,6,2005,문성로3길 70,600.0,17,2022-04-06,0.6868170836458343
강동상떼빌,108.17,9,2007,천호대로 1065,1053.896644171212,15,2022-04-06,0.792481250360578
삼성동브라운스톤레전드,201.65,14,2009,선릉로 660,1656.3352343168856,13,2022-04-07,0.8981454170753218
방배중앙센트레빌,59.922,7,2021,방배중앙로 158,1852.4081305697407,1,2022-04-07,1.0
삼각아파트,35.37,1,1970,한강대로62길 32,2657.6194515125817,52,2022-04-07,0.0
청원다미소,84.8,5,2004,동일로136길 10,896.2264150943397,18,2022-04-07,0.9287712379549449
오케이A,37.61,4,2002,까치산로4길 98-25,345.6527519276788,20,2022-04-07,0.5283208335737187
원아파트,84.74,2,2006,성대로6다길 11,743.4505546377154,16,2022-04-07,0.7396491670032062
서울대역마에스트로,12.43,19,2012,남부순환로218길 1,965.4062751407885,10,2022-04-07,1.0
신월휘버스,72.09,4,2004,신월로22길 10,675.5444583159939,18,2022-04-07,0.6339850002884625
대명루첸,84.95,5,2009,뚝섬로 436,1724.543849323131,13,2022-04-07,1.0
마포프레스티지자이,114.7224,1,2021,대흥로24길 24,2096.451957072028,1,2022-04-07,1.0
신성미소지움아파트,106.319,5,2004,공릉로42길 13-14,818.2921208814981,18,2022-04-08,0.6339850002884625
대림e편한세상,96.73,2,2002,등촌로 137,1033.8054378166028,20,2022-04-08,1.0
삼성파크빌,84.87,8,2006,을지로 221,1025.097207493814,16,2022-04-08,1.0
대아아파트1차,54.08,6,1997,공릉로 157,887.5739644970414,25,2022-04-08,0.2641604167868593
북한산네이처파크,55.8,3,2015,4.19로9길 17,784.9462365591398,7,2022-04-08,1.0
아델스빌1,240.03,6,2007,동광로27길 84,1791.4427363246261,15,2022-04-08,1.0
올림픽타워1,187.38,13,1998,위례성대로 112,1147.4010033087843,24,2022-04-09,0.31699250014423114
대광,60.93,2,1971,안암로9나길 14,492.36829148202855,51,2022-04-09,0.0
광남벨라스2차아파트,84.67,7,2004,양재대로121길 49,838.5496633990788,18,2022-04-09,0.6339850002884625
전자타운한신(A),54.45,7,1993,청파로 113-11,1359.0449954086316,29,2022-04-09,0.052832083357371856
청계리버팰리스A,34.26,10,2019,난계로17길 48,963.2224168126095,3,2022-04-09,1.0
금천롯데캐슬골드파크3차,84.408,45,2018,시흥대로 291,1516.4439389631314,4,2022-04-09,1.0
창방누리애,84.37,7,2006,경인로114가길 11-1,948.2043380348465,16,2022-04-09,1.0
상봉어반뷰,14.6,8,2018,면목로 489,821.9178082191781,4,2022-04-09,1.0
우성,50.25,5,1975,중랑역로 150,682.5870646766169,47,2022-04-09,0.0
DMC롯데캐슬더퍼스트,84.97,13,2021,수색로 300,1400.4942921030952,1,2022-04-10,1.0
상림마을7단지아이파크(713~718동)BL1-11,84.79,2,2008,진관4로 48-8,1037.858237999764,14,2022-04-10,1.0
제이빌,52.54,1,2004,학동로43길 30,1351.3513513513515,18,2022-04-11,0.6339850002884625
선경1차(1동-7동),84.35,13,1983,삼성로 151,3793.7166567871964,39,2022-04-11,0.0
보르미아파트(948-9),73.4,3,2008,시흥대로24길 44,558.58310626703,14,2022-04-11,0.8453133337179499
송파,114.28,2,2003,송파대로36길 5-8,1120.05600280014,19,2022-04-11,0.5811529169310906
제니스APT,59.87,2,2016,모래내로 376,763.3205278102556,6,2022-04-11,1.0
충우,38.61,6,2003,연희로15길 131,720.02072002072,19,2022-04-11,1.0
신동아빌라트,172.74,9,1995,도산대로81길 61,1997.221257381035,27,2022-04-12,0.15849625007211557
풍산캐슬,90.69,4,2004,남부순환로256길 16,683.6475906935715,18,2022-04-12,0.6339850002884625
코랜드빌리지,80.39,7,2001,성안로3길 51,1007.5880084587635,21,2022-04-12,0.4754887502163469
현대,76.63,3,1987,약령시로21길 30,1043.9775544825786,35,2022-04-12,0.0
청운,70.12,3,2004,증산로3길 5-15,784.3696520250998,18,2022-04-12,0.6339850002884625
성재센트리움아파트,34.22,11,2017,화곡로 186-22,745.1782583284629,5,2022-04-12,1.0
밝은문,45.5,10,2014,응암로 254,923.0769230769231,8,2022-04-12,1.0
효성빌라청담101(B동),226.62,5,2019,압구정로71길 28,3296.26687847498,3,2022-04-12,1.0
웰빙존,84.9,5,2004,서오릉로18길 33-14,376.91401648998817,18,2022-04-12,0.6339850002884625
동원베네스트,84.9855,12,2012,홍은중앙로1길 65,1029.5874002035641,10,2022-04-12,1.0
아크로서울포레스트,165.182,6,2020,왕십리로 83-21,3753.4356043636717,2,2022-04-13,1.0
제일에비앙102동,96.21,4,2004,목동로21길 9,805.5295707306933,18,2022-04-13,0.6339850002884625
공덕더샵,84.9902,18,2018,백범로 170,2082.593051904808,4,2022-04-13,1.0
현대홈타운2,84.94,7,1999,알마타길 58,1412.7619496114905,23,2022-04-13,0.7751165554737177
화신,65.95,3,2004,고척로27길 76,621.683093252464,18,2022-04-13,1.0
삼환(101동),99.01,7,1999,학동로77길 49,1999.7980002019997,23,2022-04-13,0.369824583501603
현산푸른숲,122.92,4,2007,상도로68길 33-1,695.5743573055646,15,2022-04-14,0.792481250360578
한보미도맨션2,190.47,11,1985,삼성로 150,2257.573371134562,37,2022-04-14,0.0
진성그린아파트,73.54,5,2007,고척로47길 16-13,673.1030731574652,15,2022-04-14,0.792481250360578
도곡3차아이파크,181.381,8,2007,도곡로14길 21,1709.1095539224063,15,2022-04-14,1.0
e편한세상광진그랜드파크,115.9468,3,2021,광나루로 458,1448.9403761035235,1,2022-04-14,1.0
독산동한양수자인,84.809,5,2011,시흥대로150길 6,1002.2521194684526,11,2022-04-15,1.0
샹보르,192.57,7,2002,효령로67길 64,638.728773952329,20,2022-04-15,0.6666666666666667
마체스터,140.51,2,2008,세검정로 106-8,427.0158707565298,14,2022-04-15,1.0
솔루체2차아파트,46.11,4,2022,월드컵로31길 116,1420.5161570158318,0,2022-04-15,1.0
FIRSTVIEW,47.67,7,2010,삼양로130길 9-21,629.3266205160478,12,2022-04-15,0.9509775004326936
한강르네상스,60.42,6,2010,서빙고로62길 27,2399.867593512082,12,2022-04-15,1.0
리버뷰,18.92,16,2015,버드나루로 97,951.3742071881605,7,2022-04-15,1.0
리버뷰,18.78,16,2015,버드나루로 97,878.5942492012779,7,2022-04-15,1.0
서초대우아이빌,34.439,14,2003,서초대로58길 10,929.1791283138302,19,2022-04-15,0.5811529169310906
공감대(380-1),84.95,11,2004,답십리로68길 101-2,906.4155385520894,18,2022-04-15,0.6339850002884625
서초교대e편한세상,59.93,14,2010,서초중앙로24길 33,2669.7814116469212,12,2022-04-15,1.0
청담어퍼하우스,200.38,2,2019,학동로81길 28,3368.599660644775,3,2022-04-15,1.0
보라매삼성,84.99,2,1996,보라매로 62,1094.2463819272857,26,2022-04-15,0.5076473229410138
펜트힐루논현,42.257,8,2021,언주로 641,2484.7954185105427,1,2022-04-15,1.0
타운빌,111.78,1,2002,동광로39길 54-10,1216.6756128108784,20,2022-04-16,0.5283208335737187
삼희,81.72,4,1983,고미술로 21,844.3465491923641,39,2022-04-16,0.0
송파건원여미지아파트,51.761,11,2018,마천로35길 12,1391.0086744846506,4,2022-04-16,1.0
신명아파트,114.97,5,1995,동일로191길 36,678.4378533530486,27,2022-04-16,0.15849625007211557
아르팰리스,75.0,11,2018,연희로 261-60,1040.0,4,2022-04-16,1.0
주승보타운,78.07,4,2003,삼선교로18길 13,678.8779300627642,19,2022-04-16,0.8513736347920329
삼라마이다스빌2,72.48,3,2004,백범로90라길 28,1655.6291390728477,18,2022-04-16,0.8
용산파크자이,134.42,20,2005,한강대로 205,1696.1761642612707,17,2022-04-16,1.0
상봉힐스테이,14.47,6,2021,봉우재로37길 17,1935.0380096751899,1,2022-04-16,1.0
몽마르뜨파크,112.9,1,2005,동광로46길 9,1142.6040744021257,17,2022-04-16,1.0
용마한신2,84.51,14,1998,사가정로71길 11,1047.2133475328362,24,2022-04-16,0.3999999999999999
천지로얄,80.25,3,2005,서오릉로15길 5-3,566.9781931464174,17,2022-04-16,0.6868170836458343
우물골2단지두산위브(204~208동)BL2-5,84.51,1,2009,진관2로 77,1124.1273222103891,13,2022-04-16,1.0
주함해븐타워,14.94,14,2015,면목로 491,917.0013386880858,7,2022-04-18,1.0
마포월드컵제이스카이,49.61,10,2021,방울내로11길 38,1612.578109252167,1,2022-04-18,1.0
로얄홈타운(102동),40.06,8,2012,강서로5나길 130-9,748.8766849725412,10,2022-04-18,1.0
하이캐슬101동,89.38,7,2002,관악로6길 21,788.7670619825465,20,2022-04-18,0.5283208335737187
인현상가/신성아파트,52.1,6,1968,마른내로 72,575.8157389635317,54,2022-04-18,0.0
방배그랑자이,84.972,9,2021,방배로 21,3036.2943087134586,1,2022-04-18,1.0
센트럴파크,102.8617,11,2020,서빙고로 17,1949.2191943162518,2,2022-04-19,1.0
민족통일MJ캠퍼스외대3차,18.72,12,2022,이문로 91,1228.6324786324788,0,2022-04-19,1.0
하나플러스,46.33,7,2003,강동대로51길 12,1208.720051802288,19,2022-04-19,1.0
조광,121.75,9,1997,남부순환로 589,478.8501026694045,25,2022-04-19,0.2641604167868593
흥양훼미리,64.2,3,2002,월정로 214,540.4984423676012,20,2022-04-19,0.5283208335737187
방배그랑자이,84.9386,8,2021,방배로 21,3119.900728290789,1,2022-04-20,1.0
삼성에이스빌,84.81,5,2002,주흥길 44-6,1072.9866760995164,20,2022-04-20,0.5283208335737187
씨티아모리움,15.5895,3,2012,상도로62길 81-1,1026.331825908464,10,2022-04-20,1.0
금강,115.28,1,2000,독산로50길 57-2,620.2290076335878,22,2022-04-20,0.8000000000000002
불암현대,114.37,1,1999,덕릉로118길 29,655.7663723004284,23,2022-04-20,0.369824583501603
반포힐스,131.86,5,1994,서초중앙로31길 6,1289.2461701804943,28,2022-04-20,0.10566416671474371
현대I-PARK,59.29,6,2003,지봉로21길 19,1484.2300556586272,19,2022-04-20,0.7333333333333334
공릉2신도브래뉴아파트,72.73,16,2002,동일로193길 7,646.225766533755,20,2022-04-20,1.0
포레스트힐시티,14.6825,8,2017,대학로 33,1205.5167716669505,5,2022-04-20,1.0
래미안서초유니빌,44.447,4,2003,서초중앙로 26,1102.436609894931,19,2022-04-20,0.5811529169310906
강남데시앙포레,101.73,15,2014,광평로34길 55,2128.182443723582,8,2022-04-20,1.0
제이타워3,13.17,7,2012,통일로 745-10,835.2315869400152,10,2022-04-20,1.0
도곡렉슬,176.9924,7,2006,선릉로 221,3276.9768645433364,16,2022-04-20,1.0
내발산우신웨스트빌,72.66,7,2005,우장산로2길 21-6,470.6853839801817,17,2022-04-20,0.6868170836458343
파크프라자,90.96,7,2003,양재대로89길 16,1033.4212840809148,19,2022-04-21,0.7333333333333334
방산아파트,32.53,4,1995,성균관로17길 33,568.7058100215186,27,2022-04-21,0.15849625007211557
독산동한양수자인,67.824,7,2011,시흥대로150길 6,1150.0353857041755,11,2022-04-21,1.0
대성하이빌(A동),58.93,6,2004,답십리로64길 39,661.8021381299848,18,2022-04-21,0.6339850002884625
민족통일MJ캠퍼스외대3차,18.54,12,2022,이문로 91,1240.5609492988135,0,2022-04-21,1.0
다성이즈빌(387-2),14.0,12,2019,천중로40길 67,1071.4285714285713,3,2022-04-21,1.0
엠제이더퍼스트홍대,14.97,6,2018,양화로 114,1736.806947227789,4,2022-04-21,1.0
지에스타워,24.22,9,2022,서초대로58길 18,1899.2568125516104,0,2022-04-21,1.0
가산피어니빌,14.0429,5,2017,디지털로12길 37,1018.3081842069658,5,2022-04-22,1.0
대우레이크월드,162.67,4,2002,석촌호수로 298,1014.3234769779309,20,2022-04-22,1.0
마포래미안푸르지오3단지,59.9656,4,2014,마포대로 195,2501.434155582534,8,2022-04-22,1.0
꿈동산(355-22),59.32,6,2001,곰달래로15가길 34-16,438.3007417397168,21,2022-04-22,0.8422064766172814
청구,126.65,6,2000,증산로1길 26,868.5353335965258,22,2022-04-22,0.422656666858975
오투힐,56.71,6,2003,신월로9길 20,476.1065067889261,19,2022-04-22,0.5811529169310906
이수힐스테이트,147.3454,9,2013,동작대로39길 22,1472.7300614746032,9,2022-04-22,1.0
한강그린1차아파트,60.04,2,2011,동교로1길 22,999.3337774816789,11,2022-04-23,1.0
서울맨션,65.59,1,1972,통일로37길 30,846.1655740204299,50,2022-04-23,0.0
망원동동원데쟈뷰,82.9,4,2008,방울내로9안길 57,1254.5235223160432,14,2022-04-23,0.8453133337179499
두산위브트레지움,59.9893,11,2011,사당로13길 31,2333.7495186641618,11,2022-04-23,1.0
현대휴앤미(102동),76.43,6,2007,봉화산로27가길 19,693.4449823367787,15,2022-04-23,0.792481250360578
우성,48.91,3,1975,동일로149길 15,672.6640768758946,47,2022-04-23,0.0
메트로IV,83.96,1,2003,송이로36길 66,774.1781800857552,19,2022-04-23,0.5811529169310906
아이리스,84.79,5,2003,효령로34길 48,1026.0643943861303,19,2022-04-23,0.7333333333333334
청계리버팰리스A,26.35,5,2019,난계로17길 48,1168.8804554079695,3,2022-04-23,1.0
지석천평대,59.77,7,2003,논현로71길 48,1037.3096871340138,19,2022-04-23,0.5811529169310906
신반포자이,84.98,21,2018,잠원로 60,4236.290891974582,4,2022-04-23,1.0
오성,56.66,3,1997,숭인동1나길 11-7,494.1757853865161,25,2022-04-23,0.43082708345352594
신호(199-24),74.49,11,2008,서오릉로 181,389.31400187944695,14,2022-04-23,0.8453133337179499
길성,62.37,7,2000,신월로15길 7,649.3506493506494,22,2022-04-23,0.422656666858975
등촌동현대2차,84.95,3,1997,화곡로64길 50,882.8722778104767,25,2022-04-23,0.2641604167868593
자양힐101동,73.24,8,2005,자양로21길 16-14,1262.971054068815,17,2022-04-25,0.6868170836458343
방배마에스트로,50.25,27,2019,서초대로 13,2587.064676616915,3,2022-04-25,1.0
대림현대,84.36,10,1999,시흥대로187길 12,948.316737790422,23,2022-04-25,0.369824583501603
민족통일MJ캠퍼스외대3차,18.0,14,2022,이문로 91,1466.6666666666667,0,2022-04-25,1.0
브라운스톤남산,166.98,2,2004,후암로 65,1227.6919391543897,18,2022-04-25,0.8
삼성,84.78,3,2002,신월로10길 16,684.1236140599198,20,2022-04-25,0.9357849740192015
방화동진로아파트,84.87,1,1994,금낭화로 258,730.5290444208789,28,2022-04-26,0.10566416671474371
금하뜨라네,84.91,3,2016,가로공원로56길 10,353.3152749970557,6,2022-04-26,1.0
오페라하우스,231.75,10,1997,신반포로23길 80,1266.450916936354,25,2022-04-26,0.2641604167868593
대우멤버스카운티Ⅱ,152.2,3,2003,도산대로100길 22-15,1773.9816031537453,19,2022-04-26,0.5811529169310906
남광쉐르빌(923-10),31.83,9,2014,강서로7길 128,549.7957901350927,8,2022-04-26,1.0
이화101동,89.81,5,2004,성수이로7가길 20,1336.1541031065583,18,2022-04-26,0.6339850002884625
세림리오빌,117.84,4,2005,아차산로 451,1001.3577732518669,17,2022-04-27,1.0
사당롯데캐슬골든포레,59.9775,7,2021,사당로 90,1834.0210912425493,1,2022-04-27,1.0
텐즈힐(2단지),125.6,6,2014,마장로 137,1711.783439490446,8,2022-04-27,1.0
명남뉴아파트,84.94,4,2004,갈현로9길 9-9,635.7428773251708,18,2022-04-27,0.6339850002884625
그레이스,37.42,1,2002,월드컵로26길 21,729.5563869588455,20,2022-04-27,0.6666666666666667
신내 데시앙포레,114.54,12,2013,신내역로 165,916.7103195390256,9,2022-04-27,1.0
동문굿모닝탑,154.46,18,2003,목동동로 53,1120.031076006733,19,2022-04-27,0.9478195835977573
