단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
광진동양파라곤2단지,72.5,5,2008,광나루로 361,1034.4827586206898,12,2020-11-10,1.0
세종,91.68,5,1983,세종대로23길 54,790.7940663176265,37,2020-11-10,0.0
신성그랜드타워,156.03,7,1996,면목로 127,474.26776901877844,24,2020-11-10,0.3999999999999999
진흥아마란스,175.64,3,2005,언주로157길 23,848.326121612389,15,2020-11-10,1.0
(742-64),46.98,4,1996,구로동로22길 53,355.47041294167735,24,2020-11-10,0.5614709844115207
월드컵아이파크(666-0),94.32,3,2008,모래내로9길 3,1014.6310432569975,12,2020-11-10,1.0
두산,84.73,5,2000,봉천로 387,1256.9337896848813,20,2020-11-10,1.0
창동주공18단지,45.55,14,1988,노해로70길 119,1082.3271130625687,32,2020-11-10,0.0
쌍용대치2,84.49,3,1983,영동대로 220,2248.786838679134,37,2020-11-10,0.0
케어빌(98-8),84.72,6,2007,구로중앙로18길 27,501.6525023607177,13,2020-11-10,1.0
건영2차아파트,74.25,5,1996,신내로7나길 24,925.925925925926,24,2020-11-10,0.8495855026887169
다청림(101동),84.18,5,2006,오리로20길 58,441.9101924447612,14,2020-11-10,1.0
롯데캐슬갤럭시(50-1),132.16,6,2004,잠원로14길 23,1823.5472154963682,16,2020-11-10,1.0
대성,81.17,3,2004,북아현로22길 45,652.9505975113958,16,2020-11-10,0.9333333333333333
대우한강베네시티,132.44,16,2007,올림픽로 664,868.317728782845,13,2020-11-10,1.0
벽산,75.03,10,1989,한글비석로 396,795.6817273090763,31,2020-11-10,0.0
(742-58),26.63,5,1998,구로동로8길 81-1,413.06796845662785,22,2020-11-10,0.5333333333333334
중계그린1단지,59.87,5,1990,섬밭로 285,998.8308000668114,30,2020-11-10,0.0
민족통일MJ캠퍼스경희대,23.25,8,2017,이문로 3,1126.8817204301076,3,2020-11-10,1.0
건영월드컵,58.76,11,2002,성암로 41,1089.1763104152485,18,2020-11-10,1.0
목동힐스테이트,84.93,19,2016,중앙로36길 15,1825.0323796067348,4,2020-11-10,1.0
세양청마루,82.86,4,2003,독막로 209,1013.7581462708182,17,2020-11-10,1.0
LG한강자이,170.06,4,2003,이촌로64길 15,1728.8015994354932,17,2020-11-10,0.8666666666666667
서울대입구삼성,114.98,14,1999,관악로 125,869.7164724299878,21,2020-11-10,1.0
새로움아파트,69.25,3,2012,도봉로 588-5,462.09386281588445,8,2020-11-10,1.0
한양5,100.5,9,1979,압구정로 401,2378.1094527363184,41,2020-11-10,0.0
삼전솔하임4차,15.09,17,2014,지봉로4길 13,960.9012591119947,6,2020-11-10,1.0
트윈캐슬B동(56-11),79.38,2,2003,초록마을로15길 5,428.31947593852357,17,2020-11-10,0.8666666666666667
어진재,15.28,6,2014,회기로 14,1178.0104712041884,6,2020-11-10,1.0
길음뉴타운9단지(래미안),84.96,20,2010,길음로9길 50,1212.3352165725048,10,2020-11-10,1.0
관악드림(삼성),60.0,19,2003,성현로 80,1260.0,17,2020-11-10,1.0
대치삼성,97.35,6,2000,도곡로78길 22,2526.964560862866,20,2020-11-10,1.0
엘르빌2,84.91,5,2002,동교로41길 35,818.5137204098457,18,2020-11-10,1.0
트리지움,59.88,27,2007,잠실로 62,3072.812291249165,13,2020-11-10,1.0
중랑숲리가,59.89,4,2012,망우로75길 19,985.1394222741693,8,2020-11-11,1.0
삼익,98.04,7,1983,안암로9길 30,754.7939616483068,37,2020-11-11,0.0
트리지움,84.95,20,2007,잠실로 62,2448.499117127722,13,2020-11-11,1.0
청구,84.95,5,1992,신목로2길 11,1177.1630370806356,28,2020-11-11,0.2538236614705069
동일스카이시티102동,61.54,8,2010,상봉중앙로6길 45,568.7357816054599,10,2020-11-11,1.0
경남아너스빌,84.778,6,2006,여의대방로54길 6,1321.0974545282972,14,2020-11-11,1.0
디에이치아너힐즈,59.7479,12,2019,삼성로 11,3631.9268124904806,1,2020-11-11,1.0
관악동부센트레빌,59.75,11,2004,은천로33길 5,1355.6485355648535,16,2020-11-11,1.0
청우(391-2),51.96,2,2007,강서로12길 44,442.6481909160893,13,2020-11-11,1.0
비선아파트,59.97,10,1999,화랑로51길 78,917.1252292813074,21,2020-11-11,1.0
현대홈타운스위트102,125.25,2,2004,위례성대로12길 31-15,934.1317365269462,16,2020-11-11,0.9333333333333333
경동미주,67.21,1,1977,정릉천동로 80,1115.9053712245202,43,2020-11-11,0.0
리베르떼-빌(LibertVille),218.1,5,2002,연희로10길 43-16,481.4305364511692,18,2020-11-11,0.8
은평뉴타운기자촌11단지,84.94,8,2015,연서로46길 7,1000.7063809748058,5,2020-11-11,1.0
남서울건영아파트,53.39,7,1982,시흥대로59길 35,870.949616032965,38,2020-11-11,0.0
래미안크레시티,121.98,14,2014,사가정로 65,1319.8885063125101,6,2020-11-11,1.0
신림큐브,12.39,9,2015,신림로66길 42,1146.085552865214,5,2020-11-11,1.0
e편한세상서울대입구1단지,84.92,5,2019,청룡10길 45,1418.9825718323127,1,2020-11-11,1.0
화곡보람,84.51,3,2004,공항대로48길 12,775.0562063661105,16,2020-11-11,1.0
꿈의숲SKVIEW,59.92,10,2016,월계로42길 97,1351.8024032042724,4,2020-11-11,1.0
롯데캐슬엠파이어,163.86,25,2005,의사당대로 127,1080.1904064445257,15,2020-11-11,1.0
한신휴1차,114.54,10,1998,디지털로69길 13,515.1038938362144,22,2020-11-11,0.7486279792153613
백련산힐스테이트1차,84.42,7,2011,백련산로2길 19,1063.7289741767354,9,2020-11-11,1.0
일심빌리지,46.32,4,1997,도림로6길 39-13,367.01208981001724,23,2020-11-11,0.7751165554737177
장안푸르미에,12.9463,4,2013,천호대로97길 9,934.629971497648,7,2020-11-11,1.0
녹원한신,84.75,8,1995,잠원로4길 34-11,2654.8672566371683,25,2020-11-11,0.7079879189072641
경원,55.89,5,1989,봉화산로56길 73,518.8763642869923,31,2020-11-11,0.0
초안1,39.6,8,1998,덕릉로60길 185,646.4646464646464,22,2020-11-11,1.0
대림역대성스카이렉스,84.8,11,2006,공원로 27,731.1320754716982,14,2020-11-11,1.0
(742-57),39.84,5,1995,구로동로22길 57,326.3052208835341,25,2020-11-11,0.5974937501201926
임광,136.38,5,1985,방배로 14,1466.4906877841327,35,2020-11-11,0.0
돈암동해피트리,126.88,8,2013,아리랑로5길 92,788.1462799495587,7,2020-11-11,1.0
부영팰리스,118.87,6,2002,방학로6길 20-6,353.32716412888027,18,2020-11-11,0.8
서울대역해담채,13.02,12,2012,관악로15길 23-12,1152.073732718894,8,2020-11-11,1.0
한남아이파크애비뉴,46.2439,4,2017,독서당로 46,1756.988489292642,3,2020-11-11,1.0
한강삼성,84.78,3,1997,토정로32길 11,1486.1995753715498,23,2020-11-11,0.7751165554737177
(742-57),21.6,5,1995,구로동로22길 57,324.0740740740741,25,2020-11-11,0.6345591536762673
비젼아파트101동,84.57,1,2004,장한로8길 80,591.2262031453234,16,2020-11-12,1.0
강동큐브(2차),15.12,10,2013,진황도로 85,813.4920634920635,7,2020-11-12,1.0
은평뉴타운 제각말 푸르지오(5-1단지),134.84,3,2010,연서로48길 12,881.0442005339662,10,2020-11-12,1.0
상아1차아파트,63.09,5,1987,해등로 118,947.8522745284514,33,2020-11-12,0.0
경남아너스빌,84.9898,10,2008,삼양로74길 8,929.5233075027827,12,2020-11-12,1.0
아이파크,156.857,27,2004,영동대로 640,2862.4798383240786,16,2020-11-12,1.0
아셈그린힐,59.95,5,2002,독산로78다길 22,617.1809841534612,18,2020-11-12,1.0
한신휴플러스,84.55,13,2006,동작대로 112,1573.0337078651685,14,2020-11-12,1.0
관악동부센트레빌,113.83,12,2004,은천로33길 5,922.4281823772292,16,2020-11-12,1.0
원다빌2,83.33,7,2002,천호대로162길 73,804.0321612864515,18,2020-11-12,1.0
상계주공7(고층),45.55,6,1988,동일로 1456,1097.6948408342482,32,2020-11-12,0.0
무지개,67.93,3,1980,시흥대로73길 11,1096.7172088915058,40,2020-11-12,0.0
보성,59.76,3,1997,구로동로18길 34-7,326.30522088353416,23,2020-11-12,0.46666666666666656
한국리치빌,84.2164,3,2003,연서로3가길 13-11,699.3887176369449,17,2020-11-12,1.0
삼형아파트,98.34,7,2002,새말로 139,658.9383770591824,18,2020-11-12,0.8
한솔리베르,83.38,9,2002,뚝섬로56가길 28,1325.2578556008636,18,2020-11-12,1.0
미사아름채아파트,13.0175,16,2020,천호대로159길 22-24,1843.6719800268868,0,2020-11-12,1.0
상림마을7단지아이파크(709~712동)BL1-10,84.83,3,2008,진관4로 48-17,966.6391606742898,12,2020-11-12,1.0
삼익,174.68,7,1983,안암로9길 30,457.98030684680555,37,2020-11-12,0.0
목동우성3,59.69,17,1999,목동남로4길 20,1135.8686547160328,21,2020-11-12,1.0
구파발9단지래미안(916~928동)BL3-2,166.75,4,2010,진관3로 77,659.6701649175412,10,2020-11-12,1.0
신림동부센트레빌,84.93,6,2006,미성3길 16,930.1777934769809,14,2020-11-12,1.0
진흥아파트,180.67,12,1984,학동로87길 9,1494.4373720042067,36,2020-11-12,0.0
파라다이스리버빌,153.24,17,2001,자양로4나길 44,933.1767162620725,19,2020-11-12,0.7333333333333334
동호,79.52,4,2003,경기대로9길 60,1216.046277665996,17,2020-11-12,1.0
(780-50),21.81,3,1997,도림로12길 5-7,435.5800091701055,23,2020-11-12,0.8072007110153692
삼성래미안1,84.91,6,2003,방배선행길 2,1760.687787068661,17,2020-11-12,1.0
등촌동보람쉬움아파트,84.09,7,2003,화곡로66길 80,832.4414317992627,17,2020-11-12,0.8666666666666667
웰빙존,71.58,5,2004,서오릉로18길 33-14,398.15590947191953,16,2020-11-12,0.9333333333333333
신현,99.81,5,2003,증산로 389,694.3192064923354,17,2020-11-12,1.0
동부골든,113.43,14,1998,고척로 49,537.7766023097945,22,2020-11-12,1.0
태경크레앙스(101동),26.88,7,2004,희우정로17길 9,1302.0833333333335,16,2020-11-12,0.9333333333333333
두산,84.95,12,1998,화랑로48길 16,977.0453207769276,22,2020-11-12,0.8858474919699634
천연뜨란채,30.17,12,2006,독립문로8길 54,1723.5664567451108,14,2020-11-12,1.0
현대멤피스,186.53,18,2002,방배로 249,1302.7395057095373,18,2020-11-12,1.0
테헤란로대우아이빌(891-6),59.83,14,2004,테헤란로 428,1303.6937990974427,16,2020-11-12,1.0
현대(관악),123.29,14,1992,관악로 304,729.986211371563,28,2020-11-12,0.2604593730405679
헤르만스테이트,13.77,6,2013,중랑역로 276,653.5947712418301,7,2020-11-12,1.0
한신휴플러스그린파크,114.98,9,2010,답십리로38길 14,913.2022960514872,10,2020-11-12,1.0
래미안하이리버,114.32,5,2012,금호로 107,1487.0538838348496,8,2020-11-12,1.0
비즈트위트블루,16.04,4,2012,공원로 15-12,685.7855361596011,8,2020-11-12,1.0
삼성동롯데캐슬킹덤,148.5,2,2005,선릉로112길 53,1649.8316498316499,15,2020-11-12,1.0
우성5,84.72,7,1990,뚝섬로 553,1091.8319169027384,30,2020-11-12,0.0
래미안서초유니빌,35.383,15,2003,서초중앙로 26,975.0445129016758,17,2020-11-12,1.0
풍림1,80.52,2,1995,동남로9길 39,1030.7998012916046,25,2020-11-12,0.4999999999999999
제이월드,48.9912,8,2001,은행정로4길 6,663.3844445533075,19,2020-11-13,0.7333333333333334
kcc웰츠,107.42,22,2011,백범로 202,1321.9139824986037,9,2020-11-13,1.0
대보,44.01,1,1988,양원역로 49,636.2190411270166,32,2020-11-13,0.0
우성7,68.39,13,1987,개포로110길 15,2705.0738412048545,33,2020-11-13,0.0
화랑해링턴플레이스아파트,84.75,8,1999,공릉로34길 45,914.4542772861357,21,2020-11-13,1.0
YS홈타운,12.96,7,2013,통일로77길 6,771.6049382716049,7,2020-11-13,1.0
위례신도시송파푸르지오,108.8164,2,2015,위례광장로 185,1562.2645115993546,5,2020-11-13,1.0
돈암동해피트리,143.13,1,2013,아리랑로5길 92,695.1722210577797,7,2020-11-13,1.0
쌍용,84.85,12,1994,올림픽로47길 12,1408.367707719505,26,2020-11-13,0.7189756563705013
중앙하이츠,83.82,8,1998,독막로 289,1288.4753042233358,22,2020-11-13,1.0
늘조은,63.0,8,2003,천호대로176길 10-20,873.015873015873,17,2020-11-13,0.8666666666666667
가산지웰에스테이트,16.26,14,2013,가산로 147,799.5079950799508,7,2020-11-13,1.0
한양럭스,44.0,1,2003,테헤란로25길 58,840.9090909090909,17,2020-11-13,1.0
보성주상복합,84.93,8,1996,오목로 232,647.5921346991639,24,2020-11-13,0.6643856189774723
이수역리가,84.9604,8,2013,사당로27길 130,1553.6650015772052,7,2020-11-13,1.0
이에스에이아파트1,126.97,8,2003,마들로 657,590.6907143419705,17,2020-11-13,1.0
현대성우주상복합아파트,161.91,12,2002,강남대로61길 23,1111.728738187882,18,2020-11-13,1.0
보광,73.89,2,1984,가마산로 231,974.42143727162,36,2020-11-13,0.0
NS파크APT,28.91,5,2018,화곡로 176-22,861.293670010377,2,2020-11-13,1.0
한솔애리즈,84.74,4,2010,양재대로95길 60,820.1557705924004,10,2020-11-13,1.0
청송평화,63.21,-1,2006,곰달래로35길 86,205.66366081316247,14,2020-11-13,1.0
삼익세라믹아파트,74.105,10,1988,도당로 37,651.7778827339586,32,2020-11-13,0.0
해모로아파트,59.94,12,2003,오현로 156,800.8008008008009,17,2020-11-13,1.0
상도팰리스,84.86,2,2006,상도로47바길 40,978.0815460758897,14,2020-11-13,1.0
삼성래미안2,114.738,5,2003,상도로55길 47,949.9904129407869,17,2020-11-13,1.0
영진,104.98,4,1998,서초대로23길 64,1285.9592303295865,22,2020-11-13,0.8000000000000002
씨티아모리움,12.7071,3,2012,상도로62길 81-1,1062.3981868404278,8,2020-11-13,1.0
강서월드메르디앙,59.602,9,2006,공항대로42길 54-26,1140.901312036509,14,2020-11-13,1.0
길훈,59.94,9,1999,양천로65길 45,1192.8595261928597,21,2020-11-13,1.0
롯데캐슬파크,101.995,21,2003,성수일로8길 47,1353.007500367665,17,2020-11-13,1.0
상계주공3(고층),84.38,7,1987,동일로215길 48,1173.2638065892393,33,2020-11-13,0.0
성종그린,84.99,3,2002,삼선교로18가길 15,588.3045064125191,18,2020-11-13,1.0
북한산더샵,84.747,4,2017,통일로 510,1340.4604292777326,3,2020-11-13,1.0
e편한세상신촌3단지,84.95,15,2018,북아현로 29,1924.6615656268393,2,2020-11-13,1.0
현대하이페리온,138.2,60,2003,목동동로 257,1519.5369030390739,17,2020-11-13,1.0
도림청구,84.96,19,1997,도영로7길 7,941.6195856873824,23,2020-11-13,0.5417832221403844
타워팰리스2,154.35,47,2003,언주로30길 57,2513.7674117265956,17,2020-11-13,1.0
경희궁롯데캐슬,59.6737,9,2019,통일로 230,2077.9673457486297,1,2020-11-13,1.0
신동아파밀리에,84.92,5,2011,화랑로 210-26,926.7545925577014,9,2020-11-13,1.0
창동주공2단지,36.16,15,1990,해등로12길 44,1133.849557522124,30,2020-11-13,0.0
동아코아아파트,32.94,18,1997,구천면로 189,1156.648451730419,23,2020-11-13,0.46666666666666656
삼익,84.48,10,1992,광평로51길 27,1811.0795454545453,28,2020-11-13,0.34729689104192996
한라아파트,84.6,15,1996,뚝섬로33길 20,1294.3262411347519,24,2020-11-13,0.9287712379549447
논현아이파크,59.75,10,2020,언주로 615,1783.8326359832636,0,2020-11-13,1.0
충정리시온,45.75,17,2004,서소문로 27,1180.327868852459,16,2020-11-13,1.0
성호메이플라워멤버스빌,31.75,5,2002,가마산로 283,450.3937007874016,18,2020-11-13,1.0
우성,128.315,15,1991,삼개로 33,1106.6515995791606,29,2020-11-13,0.14406426982957873
금호타운,84.66,13,1995,한글비석로46나길 10,708.7172218284904,25,2020-11-13,0.7641604167868592
한신,45.563,14,1988,구일로8길 63,1027.149221956412,32,2020-11-13,0.0
한강리치팰리스,84.86,4,2010,선사로 138,919.1609710110771,10,2020-11-13,1.0
신도림3차푸르지오,90.08,14,2007,경인로 619-3,974.6891651865009,13,2020-11-13,1.0
청송빌라,38.08,5,1996,구로동로12길 59,420.1680672268908,24,2020-11-13,0.3999999999999999
수정,51.3,3,1987,신정로13길 35,1029.2397660818715,33,2020-11-14,0.0
미래,84.91,5,1997,미성길 15,471.08703332940763,23,2020-11-14,0.6550494818134408
대림서초리시온,32.74,12,2003,서초중앙로22길 25,1069.028711056811,17,2020-11-14,0.8666666666666667
현대넥서스A동,163.2,7,1997,학동로42길 60,1102.9411764705883,23,2020-11-14,0.46666666666666656
신원아파트,84.99,2,2000,동일로192나길 26,647.134957053771,20,2020-11-14,1.0
태진드림피아,78.87,8,2003,양천로 663,1039.6855585140104,17,2020-11-14,0.8666666666666667
신세계드림빌,89.74,3,2003,월드컵로16길 47,651.8832181858703,17,2020-11-14,0.8666666666666667
동자,60.6,1,1969,한강대로104마길 30,1089.1089108910892,51,2020-11-14,0.0
휴브리지빌딩,17.11,11,2012,버드나루로 116,812.3904149620106,8,2020-11-14,1.0
용명브릿지2차,84.28,2,2006,천호대로 1132-18,759.3735168485999,14,2020-11-14,1.0
선릉역대우아이빌(890-49),28.34,14,2004,테헤란로64길 9,1047.9887085391672,16,2020-11-14,1.0
방화3차우림필유,83.35,4,2005,양천로14길 118,741.4517096580685,15,2020-11-14,1.0
동원(796-61),58.22,5,1997,도림로6길 29,317.7602198557197,23,2020-11-14,0.46666666666666656
행복자,63.37,5,2004,목동중앙북로8가길 23,552.3118194729367,16,2020-11-14,0.9333333333333333
(750-15),50.34,5,1986,구로동로8길 50,317.83869686134284,34,2020-11-14,0.0
창동주공18단지,45.77,4,1988,노해로70길 119,1085.8641031243171,32,2020-11-14,0.0
상계주공10(고층),45.77,10,1988,노원로 564,1133.9305221760978,32,2020-11-14,0.0
현대,51.66,7,1991,사당로17길 111,1204.0263259775456,29,2020-11-14,0.12334799060470304
꿈의숲코오롱하늘채,84.87,5,2017,돌곶이로 220,1283.1389183457052,3,2020-11-14,1.0
비즈트위트오렌지,15.6,5,2013,공원로6가길 8,698.7179487179487,7,2020-11-14,1.0
청계지웰에스테이트,18.585,12,2012,사가정로 6,769.4377185902609,8,2020-11-14,1.0
LIG대학마을(건영아파트3차),58.89,15,1996,신림로3길 40,984.8870776023094,24,2020-11-14,0.6643856189774723
관악드림(동아),59.85,15,2003,성현로 80,1239.766081871345,17,2020-11-14,1.0
금호어울림(580-1),84.94,9,2006,양원역로 18,835.8841535201319,14,2020-11-14,1.0
미래하임,32.79,8,2012,통일로67길 8-6,823.4217749313815,8,2020-11-14,1.0
탑스빌,79.84,9,2002,금하로30길 34,626.2525050100201,18,2020-11-14,1.0
우성4,75.36,6,1991,영등포로64길 11,1121.284501061571,29,2020-11-14,0.11949875002403851
(743-37),51.6,1,1996,구로동로20길 41-5,290.69767441860466,24,2020-11-14,0.7614709844115206
약수맨션,108.63,6,1980,양녕로26길 15,736.4448126668508,40,2020-11-14,0.0
마포아크로타워,203.35,8,2007,마포대로 68,885.1733464470126,13,2020-11-14,1.0
코업스타클래스,166.87,27,2010,화랑로 76,728.1117037214598,10,2020-11-14,1.0
래미안삼성1차(103-22),106.98,6,2006,영동대로114길 56,2149.934567208824,14,2020-11-14,1.0
일신건영,59.97,4,1998,새말로9길 22,1067.2002668000666,22,2020-11-14,0.9225150983032795
구로현대,56.49,15,1992,디지털로 319,1058.5944414940698,28,2020-11-14,0.395382489170859
DMC파크뷰자이1단지,59.977,22,2015,가재울미래로 2,1859.0459676209214,5,2020-11-14,1.0
미성,46.54,2,1980,올림픽로33길 17,3373.4422002578426,40,2020-11-14,0.0
장안동공감대(375-11),84.87,7,2004,장한로17길 13-1,657.476139978791,16,2020-11-14,0.9333333333333333
월드컵아이파크(667),84.7,21,2009,모래내로9길 6,1153.482880755608,11,2020-11-14,1.0
신동아,39.53,15,1992,광평로47길 17,2630.91323045788,28,2020-11-14,0.4448283561314329
강남엘에이치1단지,59.86,10,2013,헌릉로571길 20,2113.2642833277646,7,2020-11-14,1.0
상계주공1(저층),71.89,2,1988,동일로213길 21,911.1142022534427,32,2020-11-14,0.0
청계한신휴플러스,73.96,17,2010,서울시립대로 14,1551.51433207139,10,2020-11-14,1.0
보라매e편한세상,59.98,7,2010,보라매로 70,1550.5168389463156,10,2020-11-14,1.0
DMC래미안e편한세상,84.93,34,2012,수색로 100,1465.9131049099258,8,2020-11-14,1.0
길음뉴타운7단지(두산위브),84.96,17,2010,길음로13길 22,1246.4689265536724,10,2020-11-14,1.0
염창2차보람,59.87,8,2005,공항대로59다길 61,1167.5296475697344,15,2020-11-14,1.0
서울역디오빌,73.86,15,2005,만리재로 193,1123.747630652586,15,2020-11-14,1.0
우성1,84.96,10,1992,신도림로 110,1194.6798493408664,28,2020-11-14,0.30566416671474367
삼미,76.0,3,1982,초원로 30,789.4736842105264,38,2020-11-14,0.0
한신플러스타운,59.91,12,2002,고척로 52,867.9686195960608,18,2020-11-14,1.0
충정리시온,33.32,8,2004,서소문로 27,1053.421368547419,16,2020-11-14,1.0
한신휴플러스,84.61,19,2006,동작대로 112,1631.012882637986,14,2020-11-14,1.0
대우(효령),84.92,10,1992,효령로 84,1872.350447479981,28,2020-11-14,0.22146187299249076
대동황토방,59.94,6,2000,공항대로59길 103,1184.517851184518,20,2020-11-14,1.0
삼정코아,83.23,11,2004,방화동로 126,600.7449237053946,16,2020-11-14,1.0
우물골2단지두산위브(209~222동)BL2-8,134.43,3,2009,진관2로 111-7,821.9891393290188,11,2020-11-14,1.0
현암B동,52.56,5,1994,도림로 16-8,304.41400304414003,26,2020-11-14,0.2666666666666666
신공덕e편한세상,59.62,2,2007,백범로 239,1677.289500167729,13,2020-11-14,1.0
마곡금호어울림,101.922,3,2005,양천로47길 94,824.1596514982045,15,2020-11-14,1.0
마포쌍용황금아파트,114.84,4,2000,마포대로4라길 30,1044.932079414838,20,2020-11-14,1.0
한강현대아파트,69.84,6,2016,아차산로70길 30,937.8579610538372,4,2020-11-14,1.0
프라임1,77.52,4,2003,동호로17길 256-4,735.2941176470589,17,2020-11-14,1.0
흥인아이젠,79.34,11,2011,신월로 155,504.1593143433325,9,2020-11-14,1.0
대명,59.99,6,1995,동교로39길 11,1233.5389231538588,25,2020-11-14,0.8333333333333331
동아,84.94,15,1997,상암로81길 7,859.4301860136567,23,2020-11-14,0.8634359342329213
서초동현대리츠빌,163.51,3,2002,강남대로43길 51,1094.734267017308,18,2020-11-14,0.9287712379549449
동일스카이시티101동,62.28,4,2009,상봉중앙로8가길 5,545.9216441875401,11,2020-11-14,1.0
신안2,59.845,6,2000,공릉로2나길 46,919.0408555434874,20,2020-11-15,1.0
동성네스트빌1동,71.24,2,2003,신내로7다길 60-16,477.25996631106125,17,2020-11-15,0.8666666666666667
엠브이아파트,59.82,8,1994,고무래로10길 39,2056.1685055165494,26,2020-11-15,0.6267252957521454
호정타워,67.08,12,1993,시흥대로88길 21,429.3381037567084,27,2020-11-15,0.29999999999999993
유니아테라스,100.0,1,2003,삼선교로20길 36-8,550.0,17,2020-11-15,0.8666666666666667
강변타운,82.0,5,2000,동교로3길 79,865.8536585365854,20,2020-11-15,0.6666666666666667
더샵스타시티,131.37,46,2007,아차산로 262,1750.780239019563,13,2020-11-15,1.0
문영마운틴,83.27,3,2003,남부순환로260길 91,492.3742043953405,17,2020-11-15,1.0
한양2,147.41,10,1978,압구정로 347,2571.060307984533,42,2020-11-15,0.0
다성이즈빌아파트,37.56,7,2016,성내로 91,1062.3003194888179,4,2020-11-15,1.0
신사씨티,59.96,10,1993,가좌로 391,738.825883922615,27,2020-11-15,0.34594316186372964
현대1차101동~106동,177.19,10,1984,개포로 303,1568.9372989446358,36,2020-11-15,0.0
동산빌라(2차),54.46,1,2001,동호로11아길 17,348.879911861917,19,2020-11-16,0.7333333333333334
강변삼성스위트,59.92,2,1999,원효로 40,1485.3137516688919,21,2020-11-16,1.0
임광,84.91,10,2000,등촌로 113,862.089270992816,20,2020-11-16,1.0
현대힐스테이트2단지,39.552,22,2008,삼성로111길 8,3741.909385113269,12,2020-11-16,1.0
대성스카이렉스,149.72,5,2008,삼봉로 95,594.4429601923591,12,2020-11-16,1.0
상우,96.3,22,1997,남부순환로97길 50,659.3977154724819,23,2020-11-16,0.953741329625079
대우월드마크마포,96.54,10,2011,백범로 212,1450.1760928112699,9,2020-11-16,1.0
신세계2차,81.02,7,2000,강서로45다길 12-9,678.8447296963712,20,2020-11-16,0.6666666666666667
브라운스톤쌍문,84.969,5,2006,노해로40길 71,800.2918711530089,14,2020-11-16,1.0
목화,84.93,5,2001,증산로 319,659.3665371482397,19,2020-11-16,0.9478195835977573
(770-56),54.27,3,1995,구로동로20길 65,368.52773171181127,25,2020-11-16,0.33333333333333326
경성빌라,51.88,3,1996,도림로10길 5-8,375.8673862760216,24,2020-11-16,0.3999999999999999
제창그로힐,72.67,3,2004,조원로13길 36,908.2152194853447,16,2020-11-16,0.9333333333333333
현대,123.51,10,1990,독서당로40길 25,1295.441664642539,30,2020-11-16,0.0
고척LIG리가1차,84.91,5,2009,중앙로12길 7,930.39689082558,11,2020-11-16,1.0
목동리버힐,96.02,7,2004,목동중앙로13나길 20,614.4553218079567,16,2020-11-16,0.9333333333333333
우성,127.75,1,1986,송파대로32길 8,1291.5851272015655,34,2020-11-16,0.0
삼호2,127.94,12,1976,방배로43길 30,1357.6676567140848,44,2020-11-16,0.0
(745-60),43.42,1,1996,구로동로12길 4-3,310.9166282818977,24,2020-11-16,0.6339850002884623
800-19,49.98,2,1996,도림로 14-3,360.14405762304926,24,2020-11-16,0.3999999999999999
대림2차,84.88,15,2004,토정로32길 6,1720.0754005655044,16,2020-11-16,1.0
효성쥬얼리시티,84.64,14,2006,종로 183,945.179584120983,14,2020-11-16,1.0
세움삼익플라주,54.6,13,2020,망우로74길 7,952.3809523809524,0,2020-11-16,1.0
도곡렉슬,59.9772,21,2006,선릉로 221,2917.775421326771,14,2020-11-16,1.0
반포자이,132.179,7,2009,신반포로 270,2700.8828936517903,11,2020-11-16,1.0
e편한세상서울대입구2단지,59.88,14,2019,청룡16길 43,1666.6666666666665,1,2020-11-16,1.0
신안,84.93,6,1999,덕릉로 595,1130.342635111268,21,2020-11-16,1.0
현대하이츠,61.23,5,2004,덕릉로109길 27,832.9250367466929,16,2020-11-16,0.9333333333333333
미주,152.17,6,1978,약령시로 147,887.1656699743709,42,2020-11-16,0.0
로데오현대,90.94,5,1998,압구정로50길 28,1429.5139652518144,22,2020-11-16,0.9225150983032795
건영,53.14,11,1988,섬밭로 229,1044.4109898381632,32,2020-11-16,0.0
금강아미움,82.05,5,2007,답십리로66길 20,700.7921998781231,13,2020-11-16,1.0
형인휴아름101동,77.31,2,2013,장한로26나길 42,643.5131289613245,7,2020-11-16,1.0
현대8차(성수현대:91~95동),111.5,2,1981,압구정로 309,2121.0762331838564,39,2020-11-16,0.0
고려,62.55,4,1983,종암로19다길 42-12,399.68025579536373,37,2020-11-16,0.0
청운아파트,79.02,3,1994,국사봉18길 24,344.2166540116426,26,2020-11-16,0.2666666666666666
코아루센타시아,113.02,9,2010,동소문로20나길 47,526.4554946027253,10,2020-11-16,1.0
(745-14),43.34,2,1998,구로동로18길 30-6,334.56391324411624,22,2020-11-16,0.8000000000000002
동보수목원(16-18),84.62,1,2012,연동로13길 18-44,395.88749704561565,8,2020-11-16,1.0
송학휴스테이,49.125,2,2016,도당로15길 36,529.2620865139949,4,2020-11-16,1.0
수락리버시티4단지,84.69,2,2009,누원로 18,793.4821112291888,11,2020-11-16,1.0
(744-23),51.27,5,1996,구로동로20길 42,380.3393797542422,24,2020-11-16,0.5169925001442311
한강2차대주피오레,84.97,7,2003,동교로3길 115,997.4108508885489,17,2020-11-16,1.0
건영6,59.9,15,1999,관악로 133,1227.0450751252088,21,2020-11-17,1.0
